pilot_row_index	source_row_index	source_file_index	id	word	_5	context	w_word	wo_word	followup	human_negative_followups	human_negative_pilot_row_indices	human_negative_source_row_indices	human_negative_count	followup_token_length	followup_final_punctuation	build_seed	human_negative_target	row_limit	prompt_with	prompt_without	next_speaker	fold_id	gold_log_prob_with	gold_log_prob_without	gold_token_count_with	gold_token_count_without	gold_delta	margin_human_with	margin_human_without	effect_delta	human_negative_log_probs_with	human_negative_log_probs_without	ablation_condition	mask_percent
276	276	709	3035	not		Hello, 332440.__eou__Oh hello, Sally. This is Dave Thomson here. Could I speak to Jim please?	I'm afraid he's not in at the moment Dave. He went out about an hour ago and he's not back yet.	I'm afraid he's in at the moment Dave. He went out about an hour ago and he's back yet.	Any idea when he might be back?	"[""did you have to pay a deposit?"",""Would you consider it your favorite class?"",""Is there anything in particular you want?"",""Well, congratulations. When is the big date?"",""Is there a better tailor's around here?""]"	[907,342,1029,471,15]	[907,342,1029,471,15]	5	7	?	13	5		"Speaker 1: Hello, 332440.
Speaker 2: Oh hello, Sally. This is Dave Thomson here. Could I speak to Jim please?
Speaker 1: I'm afraid he's not in at the moment Dave. He went out about an hour ago and he's not back yet.
Speaker 2: "	"Speaker 1: Hello, 332440.
Speaker 2: Oh hello, Sally. This is Dave Thomson here. Could I speak to Jim please?
Speaker 1: I'm afraid he's in at the moment Dave. He went out about an hour ago and he's back yet.
Speaker 2: "	Speaker 2	2	-11.796524047851562	-12.547149658203125	8	8	0.7506256103515625	23.750180053710935	22.155340576171874	1.594839477539061	[-35.3828125,-44.8897705078125,-19.771484375,-33.5283203125,-44.1611328125]	[-33.83203125,-44.110107421875,-19.85888671875,-32.75146484375,-42.9599609375]	none	0.0
277	277	710	3036	not		pardon me. Could you please pass me the tissue?__eou__sure, here you are.__eou__thanks, I didn't expect the dish to be so spicy. Are you ok?	Yeah, I think the food is alright, it's not too spicy though it's a little salty for me. But you are Chinese, you should have known better.	Yeah, I think the food is alright, it's too spicy though it's a little salty for me. But you are Chinese, you should have known better.	well, not every Chinese can handle spicy food in the way people from Sichuan and Cuizhou provinces can. Back where I come from, people don't eat a lot of papers and chilies.	"[""I know that. I need to discuss this with Arden. And in his opinion, we should widen the scope of our ads, so newspaper and Internet should be adopted in this campaign."",""I had the same feeling when I first came to work here. but after a period of time, I feel better, I am sure you' ll get used to this busy job."",""Well, not every Chinese can handle spicy food in the way people from Sichuan and Guizhou provinces can. Back where I come from, people don't eat a lot of papers and chilies."",""Perhaps I should impose a limit on how much tv my kids can watch. They don\u2019t do much else in their free time. At least they always do their homework first."",""Great! Our president has asked me to come over to invite you to the banquet held in your honor at the Beijing Hotel at 7:00. Here's an invitation card for you.""]"	[1067,1182,360,279,1138]	[1067,1182,360,279,1138]	5	32	.	13	5		"Speaker 1: pardon me. Could you please pass me the tissue?
Speaker 2: sure, here you are.
Speaker 1: thanks, I didn't expect the dish to be so spicy. Are you ok?
Speaker 2: Yeah, I think the food is alright, it's not too spicy though it's a little salty for me. But you are Chinese, you should have known better.
Speaker 1: "	"Speaker 1: pardon me. Could you please pass me the tissue?
Speaker 2: sure, here you are.
Speaker 1: thanks, I didn't expect the dish to be so spicy. Are you ok?
Speaker 2: Yeah, I think the food is alright, it's too spicy though it's a little salty for me. But you are Chinese, you should have known better.
Speaker 1: "	Speaker 1	2	-108.34182739257812	-108.78753662109375	42	42	0.445709228515625	-5.370782470703119	-5.822145080566401	0.45136260986328125	[-138.286865234375,-94.17607116699219,-93.2230453491211,-91.6245346069336,-97.54470825195312]	[-137.8170166015625,-93.64952087402344,-93.715087890625,-92.0214614868164,-97.62387084960938]	none	0.0
278	278	713	3042	not		I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.__eou__cool down, Harry! What are you really mad about? Did you get ripped off?__eou__yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just	Is that so? I'm afraid people here will not take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets	Is that so? I'm afraid people here will take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets	but don't you think it annoying to overcharge the customers by such a handsome margin?	"[""Which financial magazines and newspapers do you think do the best job of checking facts?"",""Well, we are so tired today. Can you tell me which bus I should take?"",""Is it so easy? I never experienced this. Can you tell me something about it?"",""If you were to take on a double major, what would be your first choice?"",""Can you give us any other safety tips for people pursuing relationships on the Net?""]"	[543,973,1065,340,519]	[543,973,1065,340,519]	5	15	?	13	5		"Speaker 1: I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.
Speaker 2: cool down, Harry! What are you really mad about? Did you get ripped off?
Speaker 1: yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just
Speaker 2: Is that so? I'm afraid people here will not take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets
Speaker 1: "	"Speaker 1: I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.
Speaker 2: cool down, Harry! What are you really mad about? Did you get ripped off?
Speaker 1: yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just
Speaker 2: Is that so? I'm afraid people here will take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets
Speaker 1: "	Speaker 1	2	-52.56626892089844	-52.73457336425781	18	18	0.168304443359375	3.5065246582031264	3.4392547607421875	0.06726989746093892	[-59.318695068359375,-54.83172607421875,-45.52183532714844,-48.18072509765625,-72.510986328125]	[-59.320343017578125,-54.69012451171875,-45.885467529296875,-48.00714111328125,-72.966064453125]	none	0.0
279	279	719	3065	not		Do you think children watch too much tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and become couch potatoes.	Perhaps I should impose a limit on how much tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.	"[""But some people use this occasion to create trouble. Have you heard of the Black Friday Virus on the computer? It is designed to break out on every Friday the Thirteenth."",""Susan, just one last week I went out to have a lunch with her. There is nothing for you to be jealous about. I like your company much better than Janet\u2019s."",""Never mind, come right in. I've almost finished.You always keep the room neat and tidy, I must say.It saves me a lot of work, but you should let me do it."",""Great! Our president has asked me to come over to invite you to the banquet held in your honor at the Beijing Hotel at 7:00. Here's an invitation card for you."",""Well, I've got an idea, put the label cancer sticks on each pack of cigarettes, and read it before you smoke. It may give you a feeling to reduce it.""]"	[528,415,1006,1138,852]	[528,415,1006,1138,852]	5	31	.	13	5		"Speaker 1: Do you think children watch too much tv?
Speaker 2: I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.
Speaker 1: "	"Speaker 1: Do you think children watch too much tv?
Speaker 2: I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and become couch potatoes.
Speaker 1: "	Speaker 1	1	-69.31132888793945	-70.22380065917969	35	35	0.9124717712402344	54.14846420288086	51.48783874511719	2.660625457763672	[-132.7835464477539,-115.1781005859375,-130.37100982666016,-112.8826904296875,-126.0836181640625]	[-130.86578369140625,-113.464599609375,-129.29739379882812,-111.1766357421875,-123.7537841796875]	none	0.0
280	280	725	3078	not		It’s freezing in here! Can I turn up the heat?__eou__Don’t touch that thermostat! You don’t pay the bills around here!__eou__Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!	Put on a sweater! I’m not gonna let you run up my heating bill just because it’s a bit chilly.	Put on a sweater! I’m gonna let you run up my heating bill just because it’s a bit chilly.	Dad! I’m gonna catch a cold!	"[""I see, thank you very much!"",""It's perfect! It's a Dilbert tie!"",""Tell me! Tell me! What's your secret?!"",""Look! He has a partner!"",""Oh, come on! Just a quick one!""]"	[1013,250,738,1178,560]	[1013,250,738,1178,560]	5	6	!	13	5		"Speaker 1: It’s freezing in here! Can I turn up the heat?
Speaker 2: Don’t touch that thermostat! You don’t pay the bills around here!
Speaker 1: Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!
Speaker 2: Put on a sweater! I’m not gonna let you run up my heating bill just because it’s a bit chilly.
Speaker 1: "	"Speaker 1: It’s freezing in here! Can I turn up the heat?
Speaker 2: Don’t touch that thermostat! You don’t pay the bills around here!
Speaker 1: Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!
Speaker 2: Put on a sweater! I’m gonna let you run up my heating bill just because it’s a bit chilly.
Speaker 1: "	Speaker 1	2	-15.732879638671875	-15.814300537109375	9	9	0.0814208984375	16.109765625	15.812773132324217	0.2969924926757841	[-24.081092834472656,-47.64990234375,-34.95513153076172,-29.3115234375,-23.215576171875]	[-22.774246215820312,-47.683349609375,-35.15825653076172,-29.1083984375,-23.411117553710938]	none	0.0
281	281	727	3084	not		Hello sir, how may I help you?__eou__I would like to buy some flowers, please. Something really nice.__eou__I see, may I ask what the occasion is?	It’s not really an occasion, it’s more like I’m sorry.	It’s really an occasion, it’s more like I’m sorry.	Very well.This arrangement here is very popular among regretful husbands and boyfriends. It has a dozen long stem red roses with a couple of sunflowers and a single orchid that stands out. It includes a small teddy bear to achieve the effect of immediate forgiveness.	"[""No, they aren't. They had a hard time in the group stage and only sealed a sit in the eighth-finals with Wallack' s header in the final three minutes. Just think, group A consists of Austria, China, and Saudi Arabia, all of which are minnows."",""That\u2019s exactly what I\u2019m getting at. We\u2019re supposed to be able to do our preparation and marking in that office, but have you noticed? Jack constantly has students coming in to get help with his course. A lot people are going in and out."",""In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made."",""What?! Isn't there a law against that, I think there is some legislation that requires employers to give their employees a fair rate of wages. You should know your rights! If you are putting in so many hours, they should give you some kind of compensation."",""As we are a well-established company, we are very familiar with the customers' needs. Besides, we can make full use of our good connections with the wholesalers and retailers here and develop a good market for your products if appointed as your agent.""]"	[537,1033,4,426,1061]	[537,1033,4,426,1061]	5	45	.	13	5		"Speaker 1: Hello sir, how may I help you?
Speaker 2: I would like to buy some flowers, please. Something really nice.
Speaker 1: I see, may I ask what the occasion is?
Speaker 2: It’s not really an occasion, it’s more like I’m sorry.
Speaker 1: "	"Speaker 1: Hello sir, how may I help you?
Speaker 2: I would like to buy some flowers, please. Something really nice.
Speaker 1: I see, may I ask what the occasion is?
Speaker 2: It’s really an occasion, it’s more like I’m sorry.
Speaker 1: "	Speaker 1	1	-148.1284637451172	-149.19217443466187	54	54	1.0637106895446777	13.868228530883783	12.778621006011974	1.0896075248718091	[-216.00241088867188,-169.408052444458,-128.38528060913086,-153.02185440063477,-143.16586303710938]	[-216.92266845703125,-169.67453384399414,-128.00775909423828,-151.99803161621094,-143.25098419189453]	none	0.0
282	282	728	3085	not		So can you fix it?	I’m sorry sir. This computer is not broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	I’m sorry sir. This computer is broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	What do you mean? I bought this computer just three years ago!	"[""I don't want to argue anymore. Please get out of my life!"",""I can\u2019t believe it! I guess I\u2019ll be here until ten again tonight!"",""Hmm, 250NT is ... 8 dollars?!! And you can't even eat them? You're crazy!"",""Really? I don't agree. This Star Wars episode was incredible!"",""Oh, my dear sister, I am no longer a baby!""]"	[381,939,244,849,57]	[381,939,244,849,57]	5	12	!	13	5		"Speaker 1: So can you fix it?
Speaker 2: I’m sorry sir. This computer is not broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.
Speaker 1: "	"Speaker 1: So can you fix it?
Speaker 2: I’m sorry sir. This computer is broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.
Speaker 1: "	Speaker 1	3	-16.984779357910156	-17.219558715820312	14	14	0.23477935791015625	45.52752532958984	45.05021667480469	0.47730865478515483	[-48.696533203125,-46.55126953125,-116.6982421875,-57.012939453125,-43.6025390625]	[-48.5068359375,-46.35009765625,-116.2314453125,-56.797607421875,-43.462890625]	none	0.0
283	283	730	3089	not		Good afternoon! Did you call for a plumber?__eou__Yes, yes I did. Please come in! I’m so glad you came! This old house is falling apart! Come on into the bathroom. See, here, there’s water leaking everywhere!	I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s not working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.	I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.	Oh, that must be because of my four-year-old daughter. She is always flushing things down the toilet. You know how kids are.	"[""Of course. It's urgent. I think the partie nt is suffering from acute appendicitis. He may die if not treated in time."",""This is green tea, you can drink it in summer. It can relieve summer-heat and it is good for maintaining your lungs."",""I really miss the change of seasons like we have in Colorado.but I must admit, this sure is a nice spring day."",""I see. Let me show you some samples of various qualities. This one is very nice. It's three hundred and fifty dollars."",""Right. If the cheque is coming from the US, into a local currency account it will take 7 working days to clear.""]"	[965,25,670,55,1277]	[965,25,670,55,1277]	5	22	.	13	5		"Speaker 1: Good afternoon! Did you call for a plumber?
Speaker 2: Yes, yes I did. Please come in! I’m so glad you came! This old house is falling apart! Come on into the bathroom. See, here, there’s water leaking everywhere!
Speaker 1: I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s not working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.
Speaker 2: "	"Speaker 1: Good afternoon! Did you call for a plumber?
Speaker 2: Yes, yes I did. Please come in! I’m so glad you came! This old house is falling apart! Come on into the bathroom. See, here, there’s water leaking everywhere!
Speaker 1: I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.
Speaker 2: "	Speaker 2	1	-46.47846984863281	-46.47962951660156	28	28	0.00115966796875	44.854637145996094	44.83842163085937	0.016215515136721592	[-102.03484344482422,-91.19612121582031,-91.97021484375,-83.78912353515625,-87.67523193359375]	[-102.12648010253906,-91.14645385742188,-91.871337890625,-83.75965118408203,-87.68633270263672]	none	0.0
284	284	733	3098	not		Good afternoon, Ma’am, My name is Mike and I am selling subscriptions to all sorts of periodicals.	No, thank you, I am not interested.	No, thank you, I am interested.	Please ma’am, if you could spare five minutes of your time, I am sure we could find something that interests you!	"[""I\u2019m sorry to hear about that. Why don\u2019t you join me for a hot cup of tea? It\u2019ll be good for you!"",""Well, this is my new baby. He\u2019s just as much trouble. That\u2019s for sure! But, he\u2019s a lot of fun!"",""You don't have to go to the mountains! I stand on my head during my yoga routine every morning!"",""What do you mean? My daddy gave me this car for my birthday last month. It\u2019s brand new!"",""Well you know, it's a time to get together with all your family and be thankful for everything!""]"	[937,938,1040,438,748]	[937,938,1040,438,748]	5	21	!	13	5		"Speaker 1: Good afternoon, Ma’am, My name is Mike and I am selling subscriptions to all sorts of periodicals.
Speaker 2: No, thank you, I am not interested.
Speaker 1: "	"Speaker 1: Good afternoon, Ma’am, My name is Mike and I am selling subscriptions to all sorts of periodicals.
Speaker 2: No, thank you, I am interested.
Speaker 1: "	Speaker 1	3	-42.536041259765625	-45.94847106933594	25	25	3.4124298095703125	23.648583984374994	20.54697113037109	3.1016128540039034	[-52.76484680175781,-80.642822265625,-77.627685546875,-57.85359191894531,-62.0341796875]	[-55.02716827392578,-80.58554077148438,-77.61767578125,-57.77392578125,-61.472900390625]	none	0.0
285	285	743	3119	not		Good afternoon, sir, is there anything I can help you with today?__eou__umm ... yeah! I’m looking for a nice gift to give my girlfriend. Our fifth anniversary’s next Friday.__eou__Well, I would be happy to assist you in choosing the perfect gift for her. Is there anything particular that you have in mind?	No, not really ... I’m completely at a loss.	No, really ... I’m completely at a loss.	Well, you can give her a set of pearl earrings, or this beautiful heart-shaped pendant. What is her favorite gemstone?	"[""I\u2019Ve never had a bank account before. Why don\u2019t I just keep my money under the matters like grandpa does?"",""Well, I was wondering what the salaries are like? I mean ... are they much lower than the corporate world?"",""Can you give me an example of a time when you had to work above and beyond your job description?"",""You mean, keeping a low profile in the presence of the old? That goes in like with Confucius' preachings, right?"",""I\u2019m starving, too. There is a new Chinese restaurant close by. Do you want to go there for lunch?""]"	[1302,1122,1212,116,612]	[1302,1122,1212,116,612]	5	20	?	13	5		"Speaker 1: Good afternoon, sir, is there anything I can help you with today?
Speaker 2: umm ... yeah! I’m looking for a nice gift to give my girlfriend. Our fifth anniversary’s next Friday.
Speaker 1: Well, I would be happy to assist you in choosing the perfect gift for her. Is there anything particular that you have in mind?
Speaker 2: No, not really ... I’m completely at a loss.
Speaker 1: "	"Speaker 1: Good afternoon, sir, is there anything I can help you with today?
Speaker 2: umm ... yeah! I’m looking for a nice gift to give my girlfriend. Our fifth anniversary’s next Friday.
Speaker 1: Well, I would be happy to assist you in choosing the perfect gift for her. Is there anything particular that you have in mind?
Speaker 2: No, really ... I’m completely at a loss.
Speaker 1: "	Speaker 1	2	-53.91608428955078	-53.65763854980469	26	26	-0.25844573974609375	24.121078491210938	24.105384826660156	0.01569366455078125	[-96.96051025390625,-72.77783203125,-46.200843811035156,-118.08494567871094,-56.16168212890625]	[-95.93646240234375,-71.7821044921875,-45.93939971923828,-118.56244659423828,-56.594703674316406]	none	0.0
286	286	746	3135	not		Hey, buddy, can’t you see there’s a line?__eou__Oh, sorry. I didn’t know.__eou__What? You haven’t taken the bus before?	No, I’m afraid not.	No, I’m afraid.	Well, you have to wait in line like everyone else. Besides, you should let old people on first.	"[""Don't worry. You don't have to do anything.All you have to do is listen. You will enjoy it."",""it\u2019s not use worrying about it now. you\u2019Ve done test and you can\u2019t change any of your answers."",""I know. But I just can't stand her butting in when I was trying to emphasize a point."",""A slow sparrow should make an early start. You know, I am not quick at learning any language."",""Have you been eating properly? Eating the right kind of food is important for your health, you know.""]"	[882,372,618,1175,1018]	[882,372,618,1175,1018]	5	18	.	13	5		"Speaker 1: Hey, buddy, can’t you see there’s a line?
Speaker 2: Oh, sorry. I didn’t know.
Speaker 1: What? You haven’t taken the bus before?
Speaker 2: No, I’m afraid not.
Speaker 1: "	"Speaker 1: Hey, buddy, can’t you see there’s a line?
Speaker 2: Oh, sorry. I didn’t know.
Speaker 1: What? You haven’t taken the bus before?
Speaker 2: No, I’m afraid.
Speaker 1: "	Speaker 1	4	-40.90147399902344	-41.222450256347656	22	22	0.32097625732421875	32.39525451660157	31.32688369750977	1.0683708190917969	[-59.76171112060547,-99.0035400390625,-74.34005737304688,-85.225341796875,-48.152992248535156]	[-57.7896842956543,-98.0880126953125,-75.077392578125,-84.27197265625,-47.51960754394531]	none	0.0
287	287	749	3148	not		The road ahead is blocked. There might have been an accident.__eou__Are there many accidents in the city every day?	Not really, but they are on the rise.	Really, but they are on the rise.	Please drive slowly, we've got lots of time. Safety first.	"[""You're right. I love going out and making new friends."",""I wish it would stay this way for the weekend."",""I'm talking about the free stuff, like soap and shampoo."",""Have you got the number? I'll call them right now."",""Whatever you choose, make sure they are neat and clean.""]"	[608,563,1008,1071,1125]	[608,563,1008,1071,1125]	5	10	.	13	5		"Speaker 1: The road ahead is blocked. There might have been an accident.
Speaker 2: Are there many accidents in the city every day?
Speaker 1: Not really, but they are on the rise.
Speaker 2: "	"Speaker 1: The road ahead is blocked. There might have been an accident.
Speaker 2: Are there many accidents in the city every day?
Speaker 1: Really, but they are on the rise.
Speaker 2: "	Speaker 2	2	-44.18475341796875	-43.518310546875	14	14	-0.66644287109375	-6.216235351562503	-5.115832519531253	-1.10040283203125	[-37.573486328125,-32.3203125,-47.94927978515625,-31.43603515625,-40.5634765625]	[-37.578369140625,-33.511962890625,-48.38983154296875,-31.81298828125,-40.71923828125]	none	0.0
288	288	750	3153	not		I'm very sorry, sir. My car has broken down.__eou__Sorry to hear that. Can we do anything about it?	I'm afraid not.	I'm afraid.	Then I have to call another taxi, or I'll be late.	"[""Well, you can have a look at our skirts hanging there."",""Zina, I hope you're not scheming to make Elvin look bad."",""I hope you're not turning into a sissy on me, Dave."",""Oh, no. He\u2019s not breathing, and there\u2019s no pulse. Call 911."",""It's no trouble at all. I'll carry this suitcase for you.""]"	[272,683,1153,1043,99]	[272,683,1153,1043,99]	5	11	.	13	5		"Speaker 1: I'm very sorry, sir. My car has broken down.
Speaker 2: Sorry to hear that. Can we do anything about it?
Speaker 1: I'm afraid not.
Speaker 2: "	"Speaker 1: I'm very sorry, sir. My car has broken down.
Speaker 2: Sorry to hear that. Can we do anything about it?
Speaker 1: I'm afraid.
Speaker 2: "	Speaker 2	2	-31.19354248046875	-31.377685546875	14	14	0.18414306640625	15.755647468566892	15.668058013916017	0.08758945465087464	[-42.02752685546875,-66.58879089355469,-45.039306640625,-50.12646484375,-30.963860511779785]	[-42.807861328125,-68.1619758605957,-44.49365234375,-48.381591796875,-31.383636474609375]	none	0.0
289	289	753	3168	not		Is it true that rice is the staple food in most of Southeast Asia?	I'm not an expert, but that's the impression I have.	I'm an expert, but that's the impression I have.	Is rice your staple food, too?	"[""Mountain biking is an Olympic sport?"",""OK. Is there a Chinese restaurant?"",""How do I take the pills?"",""What did the woman ask you?"",""Is it true or isn\u2019t it?""]"	[816,982,1027,1152,362]	[816,982,1027,1152,362]	5	6	?	13	5		"Speaker 1: Is it true that rice is the staple food in most of Southeast Asia?
Speaker 2: I'm not an expert, but that's the impression I have.
Speaker 1: "	"Speaker 1: Is it true that rice is the staple food in most of Southeast Asia?
Speaker 2: I'm an expert, but that's the impression I have.
Speaker 1: "	Speaker 1	3	-19.88787841796875	-20.591705322265625	8	8	0.703826904296875	6.202099609375001	5.606793212890626	0.595306396484375	[-32.9404296875,-27.51513671875,-24.6748046875,-25.978515625,-19.34100341796875]	[-32.8946533203125,-27.525390625,-24.9326171875,-26.12109375,-19.51873779296875]	none	0.0
290	290	755	3181	not		What do you think this flat?	It's not really all that good.The bedroom is a little small for us.	It's really all that good.The bedroom is a little small for us.	Small? But it should be enough for our needs, I think.	"[""Me too. Seems like all I do is eat and sleep."",""If it's within the legal limit, I prefer to keep it."",""Oh, no. He\u2019s not breathing, and there\u2019s no pulse. Call 911."",""But I'm afraid it'll take up too much of my time."",""Oh, come on. I will be back as early as possible.""]"	[879,541,1043,72,173]	[879,541,1043,72,173]	5	11	.	13	5		"Speaker 1: What do you think this flat?
Speaker 2: It's not really all that good.The bedroom is a little small for us.
Speaker 1: "	"Speaker 1: What do you think this flat?
Speaker 2: It's really all that good.The bedroom is a little small for us.
Speaker 1: "	Speaker 1	1	-42.353515625	-41.986572265625	14	14	-0.366943359375	0.005651855468748579	-0.2834014892578125	0.2890533447265611	[-35.899169921875,-50.853515625,-52.573974609375,-33.88323974609375,-38.5859375]	[-35.376220703125,-49.42041015625,-52.091796875,-33.20008850097656,-38.427337646484375]	none	0.0
291	291	763	3198	not		I heard that you finished my home inspection, and I was wondering how it went.__eou__First of all, we need to understand what I was looking for. Do you know what the purpose of an inspection is?	I am not sure what a home inspection is all about.	I am sure what a home inspection is all about.	I went there to check for problems with the home, so you aren’t surprised when you move in.	"[""It doesn't matter, Mr.Lin. I can understand. I know you are always very busy. Work must come first."",""I'm sorry. Our company has just opened. There are always too many things to handle. You know that."",""But it would only be adding to the existing structure. We're not talking about anything new here ..."",""Have you been eating properly? Eating the right kind of food is important for your health, you know."",""Yeah but the bus takes a long time. You could fly - it\u2019s not so expensive these days.""]"	[1137,38,1292,1018,1005]	[1137,38,1292,1018,1005]	5	18	.	13	5		"Speaker 1: I heard that you finished my home inspection, and I was wondering how it went.
Speaker 2: First of all, we need to understand what I was looking for. Do you know what the purpose of an inspection is?
Speaker 1: I am not sure what a home inspection is all about.
Speaker 2: "	"Speaker 1: I heard that you finished my home inspection, and I was wondering how it went.
Speaker 2: First of all, we need to understand what I was looking for. Do you know what the purpose of an inspection is?
Speaker 1: I am sure what a home inspection is all about.
Speaker 2: "	Speaker 2	0	-44.33941650390625	-45.90313720703125	21	21	1.563720703125	29.31614723205567	27.92868499755859	1.3874622344970788	[-85.4656982421875,-72.72528076171875,-78.6229248046875,-52.65923309326172,-78.8046817779541]	[-87.51495361328125,-70.866943359375,-75.70111083984375,-53.727294921875,-81.34880828857422]	none	0.0
292	292	764	3200	not		Can you tell me the results of my home inspection?__eou__Before I answer that, I want to make sure that you know what I was looking for. Are you clear on what I was looking for?__eou__I never had a home inspection before.	I inspect the home for problems that might not be all that apparent in a quick walk-through.	I inspect the home for problems that might be all that apparent in a quick walk-through.	I asked the owners, and they said that everything was great with the house.	"[""OK. look, I've typed driver schools, and there are so many results coming out."",""Think of a deep bathtub that you can swim in, but against a current."",""Well. You know I hate walking, but I can\u2019t wait to see your guys\u2019video."",""Well, don\u2019t just sit there, do something. Come and help me in the kitchen."",""And I suppose sitting at the desk all day at the office doesn't help.""]"	[702,1031,820,150,162]	[702,1031,820,150,162]	5	14	.	13	5		"Speaker 1: Can you tell me the results of my home inspection?
Speaker 2: Before I answer that, I want to make sure that you know what I was looking for. Are you clear on what I was looking for?
Speaker 1: I never had a home inspection before.
Speaker 2: I inspect the home for problems that might not be all that apparent in a quick walk-through.
Speaker 1: "	"Speaker 1: Can you tell me the results of my home inspection?
Speaker 2: Before I answer that, I want to make sure that you know what I was looking for. Are you clear on what I was looking for?
Speaker 1: I never had a home inspection before.
Speaker 2: I inspect the home for problems that might be all that apparent in a quick walk-through.
Speaker 1: "	Speaker 1	1	-31.859466552734375	-32.28717041015625	16	16	0.427703857421875	35.4070541381836	34.684655761718744	0.7223983764648523	[-86.2472152709961,-69.673828125,-81.7271728515625,-48.58624267578125,-50.09814453125]	[-84.73806762695312,-69.8033447265625,-80.551513671875,-48.895233154296875,-50.8709716796875]	none	0.0
