id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
3302	only	how is your house hunting going?__eou__not very well. I haven’t found anything within my price range yet.__eou__how much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	looks like you’re not going to get more than a bedroom in a shared flat with that.	-20.81993579864502	-20.53307056427002	-1.387995719909668	-1.4666478974478585	15	14	-41.233656883239746	-40.81044673919678	-1.7927676905756411	-1.7743672495302947	23	23	-139.2917947769165	-138.54753971099854	-1.7411474347114564	-1.7537663254556777	80	79	True
3309	only	have you thought of moving at all Sarah?	We’Ve thought about it, but my husband and I can’t afford it right now. The only thing we could afford would be living in the slums, which is something I don’t want to do.	We’Ve thought about it, but my husband and I can’t afford it right now. The thing we could afford would be living in the slums, which is something I don’t want to do.	buying a house can be expensive, but there are ways to find cheaper houses.	-83.8053092956543	-90.60871124267578	-1.7830916871415807	-1.9697545922320823	47	46	-35.94533157348633	-36.50848388671875	-1.7972665786743165	-1.8254241943359375	20	20	-178.28349685668945	-185.64192581176758	-2.2285437107086183	-2.3498977950856657	80	79	True
3332	only	I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.	Look, I only have money to buy myself a burrito.	Look, I have money to buy myself a burrito.	I'm so hungry, I could eat a whole cow!	-21.663841724395752	-18.856727123260498	-1.274343630846809	-1.1785454452037811	17	16	-16.798609733581543	-17.732084274291992	-1.0499131083488464	-1.1082552671432495	16	16	-116.37454223632812	-114.5040078163147	-1.4367227436583718	-1.4313000977039336	81	80	True
3340	only	I need a snack from the cafeteria.__eou__What are you thinking of getting?	I only want some chips.	I want some chips.	I think I may get something too.	-17.379966735839844	-9.394126892089844	-1.7379966735839845	-1.0437918768988714	10	9	-22.558839797973633	-23.241209030151367	-1.8799033164978027	-1.9367674191792805	12	12	-97.89820098876953	-90.60937881469727	-2.175515577528212	-2.0593040639703926	45	44	True
3350	only	I really need to start eating healthier.__eou__I have to start eating better too.__eou__What kind of food do you usually eat?	I try my best to eat only fruits, vegetables, and chicken.	I try my best to eat fruits, vegetables, and chicken.	Is that really all that you eat?	-25.597343921661377	-22.575127124786377	-1.4220746623145208	-1.3279486543991987	18	17	-16.829466342926025	-18.297904014587402	-1.4024555285771687	-1.5248253345489502	12	12	-111.99001002311707	-110.43501448631287	-1.671492686912195	-1.6732577952471646	67	66	True
3380	only	Are we going to have dinner tonight?__eou__What are you planning on making?__eou__I'm not cooking dinner.	The only way you're eating tonight is if you cook.	The way you're eating tonight is if you cook.	I'm not sure what to cook for dinner.	-21.643742084503174	-32.4028058052063	-1.3527338802814484	-2.1601870536804197	16	15	-20.138641357421875	-18.917580604553223	-1.438474382672991	-1.3512557574680872	14	14	-108.5792236328125	-118.14118146896362	-1.723479740203373	-1.9055029269187682	63	62	True
3385	only	Are you going to eat anything with your sandwich?__eou__I may get some fruit.__eou__Oh really, what kind of fruit do you like?	I tend to only eat grapes and apples.	I tend to eat grapes and apples.	What kind of apples do you prefer?	-20.80770778656006	-16.08090114593506	-1.600592906658466	-1.3400750954945881	13	12	-11.660903930664062	-11.733570098876953	-0.9717419942220052	-0.9777975082397461	12	12	-114.95884609222412	-110.34923458099365	-1.796231970191002	-1.7515751520792644	64	63	True
3392	only	Have you washed any clothes yet?	No, I've only washed my whites.	No, I've washed my whites.	When you wash your dark clothes, can you put some of mine in?	-19.912342071533203	-20.729724884033203	-1.5317186208871694	-1.7274770736694336	13	12	-34.530351638793945	-37.71108055114746	-1.817386928357576	-1.9847937132182873	19	19	-101.10735702514648	-105.1298828125	-2.351333884305732	-2.5030924479166665	43	42	True
3393	only	Did you already wash your clothes today?	I've only washed my white clothes.	I've washed my white clothes.	Could you wash some of my dark clothes with yours?	-19.629796981811523	-18.662511825561523	-1.6358164151509602	-1.6965919841419568	12	11	-22.083965301513672	-24.14994716644287	-1.4722643534342448	-1.6099964777628581	15	15	-88.23030853271484	-89.33779430389404	-2.2623156034029446	-2.35099458694458	39	38	True
3394	only	What does it cost to ride this bus?__eou__The fare is $ 1.25.__eou__Have you been driving buses a long time?	I haven't been driving for long — only for a few months.	I haven't been driving for long — for a few months.	Do you like to drive the bus?	-29.738600254058838	-30.912672519683838	-1.6521444585588243	-1.8183925011578728	18	17	-13.062966346740723	-12.720438957214355	-1.0885805288950603	-1.060036579767863	12	12	-122.666090965271	-123.49763584136963	-1.7777694342792898	-1.8161417035495533	69	68	True
3465	only	I am very nervous about signing my escrow papers.__eou__Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along.__eou__What should I have brought with me?	The only thing I will need to see is your driver’s license, as I will be notarizing these papers.	The thing I will need to see is your driver’s license, as I will be notarizing these papers.	I feel a little overwhelmed by so many papers.	-43.18442916870117	-47.89229488372803	-1.5423010417393275	-1.7737886993973344	28	27	-21.31481170654297	-21.631530284881592	-1.5224865504673548	-1.5451093060629708	14	14	-184.57493019104004	-189.6326231956482	-1.9226555228233337	-1.9961328757436652	96	95	True
3483	only	How many parking tickets have you gotten before?__eou__I've gotten a few parking tickets before.__eou__How many?	Only about five or six.	About five or six.	Have you paid off your parking tickets?	-11.039720058441162	-6.207261562347412	-1.1039720058441163	-0.6896957291497124	10	9	-18.6881046295166	-18.85645294189453	-1.5573420524597168	-1.571371078491211	12	12	-91.26271200180054	-86.59860181808472	-1.6593220363963734	-1.6036778114460133	55	54	True
3484	only	Did you ever get a parking ticket?	Only a few.	A few.	What's a few?	-11.202253341674805	-9.545026779174805	-1.4002816677093506	-1.3635752541678292	8	7	-12.654294967651367	-14.564838409423828	-1.4060327741834853	-1.6183153788248699	9	9	-61.661970138549805	-61.912845611572266	-2.1262748323637863	-2.2111730575561523	29	28	True
3515	only	This looks like a very nice house.__eou__You know, I fell in love with this house the first moment I laid eyes on it.__eou__The style of the exterior is just what I’Ve been looking for!	The exterior is only half of the story. The interior is incredible.	The exterior is half of the story. The interior is incredible.	This home is gorgeous on the inside!	-28.910710334777832	-32.64801502227783	-1.606150574154324	-1.920471471898696	18	17	-18.709917068481445	-18.8845272064209	-1.559159755706787	-1.573710600535075	12	12	-168.02791500091553	-171.93372631072998	-2.0003323214394704	-2.07149067844253	84	83	True
3568	only	I need to buy some flowers for my wife.__eou__Perhaps you'd be interested in red roses.__eou__What would the roses cost me?	They're only $ 20 a dozen.	They're $ 20 a dozen.	I like the sound of that.	-18.84159803390503	-15.34794569015503	-1.4493536949157715	-1.2789954741795857	13	12	-11.051355361938477	-12.283644676208496	-1.0046686692671343	-1.1166949705644087	11	11	-113.10139656066895	-110.85468196868896	-1.8242160735591766	-1.8172898683391634	62	61	True
3569	only	I want to buy some flowers for my wife's birthday.__eou__Red roses are always a popular gift for birthdays.__eou__What are the roses going for?	They're only $ 20 a dozen.	They're $ 20 a dozen.	That sounds nice and cheap.	-17.799269676208496	-14.447951316833496	-1.3691745904775767	-1.203995943069458	13	12	-18.446697235107422	-20.47392463684082	-1.844669723510742	-2.047392463684082	10	10	-126.87410974502563	-125.5391993522644	-1.9824079647660255	-1.992685704004197	64	63	True
3570	only	It's my wife's birthday. I need to buy some flowers for her.__eou__Most women love red roses for their birthday.__eou__How much will the roses be?	You can get a dozen for only $ 20.	You can get a dozen for $ 20.	Now, that's a price that I like.	-20.94566822052002	-17.52794361114502	-1.3963778813680012	-1.2519959722246443	15	14	-24.784682273864746	-26.169662475585938	-1.7703344481331962	-1.8692616053989954	14	14	-135.05449724197388	-133.02224111557007	-1.8500616060544366	-1.8475311266051397	73	72	True
3674	only	Mr. : For tomorrow, read pages 12 to 20. Then do exercises one through ten on page 21.__eou__Do we have to type out our homework?	Mr. : No. You only do that when you write reports.	Mr. : No. You do that when you write reports.	Is there anything else?	-34.59174728393555	-35.911468505859375	-1.9217637379964192	-2.112439323874081	18	17	-13.327003479003906	-13.35911750793457	-1.4807781643337674	-1.4843463897705078	9	9	-169.3511962890625	-170.70582008361816	-2.4543651636096016	-2.510379707112032	69	68	True
3779	only	How many credits are you taking this semester?	I have to have at least eighteen to keep my scholarships and grant. But so far, I only have fifteen.	I have to have at least eighteen to keep my scholarships and grant. But so far, I have fifteen.	What's the matter, are the classes you want full?	-54.57681465148926	-54.36801338195801	-2.0213635056107133	-2.091077437767616	27	26	-30.347538948059082	-33.7645320892334	-1.8967211842536926	-2.1102832555770874	16	16	-121.44798755645752	-124.6458511352539	-2.16871406350817	-2.2662882024591617	56	55	True
3792	only	Good morning, John. Have you finished reading the novel by Dickens borrowed from the library?	No. I caught a cold two days ago. I only finish reading half of it.	No. I caught a cold two days ago. I finish reading half of it.	I'm sorry to hear that. How are you feeling now?	-39.02785873413086	-43.64150619506836	-1.77399357882413	-2.078166961669922	22	21	-12.317920684814453	-12.637369155883789	-0.7245835696949678	-0.7433746562284582	17	17	-124.5991153717041	-129.5102710723877	-2.042608448716461	-2.158504517873128	61	60	True
3842	only	You know ... I did very poorly on that test.	Cheer up! It's not the only chance in life to do well on a test. There'll be many more.	Cheer up! It's not the chance in life to do well on a test. There'll be many more.	Well, you know how I am about exams. I'm a perfectionist.	-51.9710807800293	-65.63203048706055	-1.8561100278581892	-2.4308159439652055	28	27	-31.783536911010742	-32.37554931640625	-1.589176845550537	-1.6187774658203125	20	20	-141.90613555908203	-156.23290824890137	-2.252478342207651	-2.519885616917764	63	62	True
3843	only	Can I help you?__eou__Yes, I need to apply for a parking permit.__eou__Are you a professor?	What? Are you kidding? I'm only 22 years old!	What? Are you kidding? I'm 22 years old!	Yes, I am kidding.But don't you know only professors and students with disabilitiescan apply for parking permits?	-27.486075401306152	-26.545905113220215	-1.527004188961453	-1.5615238301894243	18	17	-53.87400150299072	-54.293272972106934	-2.0720769808842587	-2.0882028066194973	26	26	-142.23317337036133	-141.67526054382324	-1.8471840697449524	-1.8641481650503058	77	76	True
3867	only	How is your new dormitory?	It's very nice. There are only four people, and those girls are very kind and friendly.	It's very nice. There are four people, and those girls are very kind and friendly.	Well, do you all major in the same subject?	-47.67407989501953	-47.39380645751953	-1.9864199956258137	-2.0606002807617188	24	23	-32.68003463745117	-32.77122497558594	-2.178668975830078	-2.184748331705729	15	15	-127.8110237121582	-127.62194061279297	-2.556220474243164	-2.604529400261081	50	49	True
3871	only	I need some books on hardware.__eou__There's many books here.What about these?__eou__Great! They're the very books I want.May I borrow two books?	Sure.But you can only keep them for a week.	Sure.But you can keep them for a week.	I see.Thank you.	-15.215484619140625	-17.578887939453125	-1.0143656412760416	-1.2556348528180803	15	14	-10.23672103881836	-11.92474365234375	-1.023672103881836	-1.192474365234375	10	10	-154.56993293762207	-158.62941551208496	-2.240143955617711	-2.3327855222365437	69	68	True
3896	only	In my country, we go to school from 8 o'clock in the morning until five in the afternoon.__eou__Five days a week, too?	Actually, five and a half. On Saturday, we have classes only in the morning.	Actually, five and a half. On Saturday, we have classes in the morning.	Gosh!	-30.383527755737305	-26.878671646118164	-1.3810694434426047	-1.279936745053246	22	21	-8.923235893249512	-8.56430721282959	-1.2747479847499303	-1.2234724589756556	7	7	-114.64408159255981	-110.79100465774536	-1.7370315392812092	-1.704476994734544	66	65	True
3926	only	Have we handed out all the water?__eou__Yes. So what else to do now?	Nothing. The teacher said the only thing left was to get back all the disposable cups later.	Nothing. The teacher said the thing left was to get back all the disposable cups later.	I see. How do you like the game?	-70.90067481994629	-77.01651954650879	-3.082638035649839	-3.5007508884776724	23	22	-26.86699104309082	-26.4409761428833	-1.9190707887922014	-1.8886411530630929	14	14	-173.63897132873535	-179.34650135040283	-2.800628569818312	-2.9401065795148007	62	61	True
3930	only	Are these your text books? Biochemistry, General Ecology, Botany, Cell Genetics, Molecular Genetics ...__eou__Yes. I gotta review all of them for the final exam. It is just around the corner.__eou__Oh, right! Do you have many exams at the end of each semester?	That depends. Some semesters have many, some don't. And some courses don't have exams but only ask for papers. That's easy.	That depends. Some semesters have many, some don't. And some courses don't have exams but ask for papers. That's easy.	And when do you prepare for your final exam?	-68.2623519897461	-66.0118637084961	-2.0077162349925324	-2.0003595063180635	34	33	-21.77318286895752	-21.75377655029297	-1.55522734778268	-1.5538411821637834	14	14	-274.2169418334961	-271.95974254608154	-2.343734545585437	-2.344480539190358	117	116	True
3953	only	Have you been in America long, Hellen?	No. Only for a couple of weeks.	No. For a couple of weeks.	Where are you going to study?	-16.668617248535156	-17.315101623535156	-1.2822013268103967	-1.4429251352945964	13	12	-15.68901252746582	-17.004667282104492	-1.4262738661332564	-1.5458788438276811	11	11	-85.78106880187988	-87.76981925964355	-2.257396547417892	-2.3721572772876636	38	37	True
3979	only	In my country, we go to school from 8 o'clock in the morning until five in the afternoon.__eou__Five days a week, too?	Actually, five and a half.On Saturday, we have classes only in the morning.	Actually, five and a half.On Saturday, we have classes in the morning.	Gosh!	-40.83989906311035	-38.20955848693848	-1.94475709824335	-1.9104779243469239	21	20	-8.916508674621582	-8.438739776611328	-1.273786953517369	-1.2055342538016183	7	7	-125.09903192520142	-121.99442911148071	-1.9246004911569448	-1.9061629548668861	65	64	True
3999	only	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?	-19.582695960998535	-18.143731117248535	-1.506361227769118	-1.5119775931040447	13	12	-21.622239112854004	-20.970914840698242	-1.4414826075236002	-1.3980609893798828	15	15	-112.51936721801758	-110.43493747711182	-1.7048388972426907	-1.6989990381094127	66	65	True
4003	only	My German teacher thought it would be a good idea to have German pen friends to write to in German.__eou__What a great idea! Now you have a friendly audience to practice with!	The only thing is that my pen friend will be writing in English.	The thing is that my pen friend will be writing in English.	Oh, he wants to practice his language skills, too.	-26.736186981201172	-28.080669403076172	-1.4853437211778429	-1.6518040825338924	18	17	-24.473132610321045	-24.621546268463135	-1.5295707881450653	-1.538846641778946	16	16	-166.05339002609253	-167.48303842544556	-2.128889615719135	-2.175104395135657	78	77	True
4123	only	you look better today. How did your test go?__eou__much better than it did yesterday.__eou__did you pass?	I not only passed my test, but I aced it! I'm so happy!	I not passed my test, but I aced it! I'm so happy!	you should be. You worked really hard last night preparing for it.	-31.763060569763184	-44.85996627807617	-1.443775480443781	-2.1361888703845797	22	21	-26.107135772705078	-27.415908813476562	-1.4503964318169489	-1.5231060451931424	18	18	-138.96098470687866	-153.42909717559814	-1.8778511446875494	-2.1017684544602484	74	73	True
4171	only	I work so hard that I do not have the energy to exercise.__eou__That is just an excuse.You can always find some time to exercise.__eou__But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing.And skipping meals will not help you lose weight.In fact your body will only store fat if you miss meals.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing.And skipping meals will not help you lose weight.In fact your body will store fat if you miss meals.	I know you're right, but what can I do?	-122.6124095916748	-118.4546947479248	-2.724720213148329	-2.6921521533619273	45	44	-17.791393280029297	-17.850265502929688	-1.111962080001831	-1.1156415939331055	16	16	-291.5729150772095	-287.47187519073486	-2.2602551556372825	-2.245874024927616	129	128	True
4172	only	This man looks very handsome.Is he married?__eou__Sure.He has already married, a father of two boys.__eou__Oh, I can't believe it.He looks very young.	He took the picture when he was only 21 years old.	He took the picture when he was 21 years old.	I see.	-28.030664443969727	-25.762720108032227	-1.6488626143511604	-1.6101700067520142	17	16	-7.141605377197266	-6.835693359375	-1.0202293395996094	-0.9765276227678571	7	7	-153.96004104614258	-151.3844757080078	-2.2313049426977187	-2.2262422898236442	69	68	True
4367	only	My goodness! What happened? You have blood on your face.__eou__Oh, don't worry. I just killed a pigeon.	How could you have the heart to kill it? We only have one!	How could you have the heart to kill it? We have one!	It spoiled my painting!	-41.31096935272217	-41.45061779022217	-2.174261544880114	-2.302812099456787	19	18	-21.66869354248047	-21.300827026367188	-2.4076326158311634	-2.366758558485243	9	9	-140.30208778381348	-140.10310745239258	-2.3000342259641555	-2.3350517908732096	61	60	True
4413	only	It may comfort you to know that many people attended his viewing.__eou__How did they hear? No one called.__eou__In times of loss, it is often hard to pick up the phone. But his whole family was here.	His mom and dad must be destroyed. He was their only son.	His mom and dad must be destroyed. He was their son.	And he was so young, with so much life to look forward to.	-34.78719615936279	-38.01888561248779	-1.9326220088534884	-2.236405036028694	18	17	-27.156475067138672	-27.225309371948242	-1.4292881614283512	-1.4329110195762234	19	19	-216.8901882171631	-220.20316314697266	-2.3321525614748717	-2.3935126429018765	93	92	True
4501	only	So Kim, have you ever had anything stolen?__eou__Stolen? No, why?__eou__My uncle just had his motorcycle stolen a few nights ago. I was just thinking about how clever criminals are these days.	Criminals are clever? They're only successful when people are careless.	Criminals are clever? They're successful when people are careless.	I don't know. The ones who stole my uncle's motorcycle were pretty good.	-32.04047441482544	-35.11664628982544	-1.7800263563791912	-2.065685075872085	18	17	-27.007405757904053	-28.406064987182617	-1.286066940852574	-1.3526697612944103	21	21	-183.41116571426392	-187.85474681854248	-1.9935996273289556	-2.0643378771268406	92	91	True
4541	only	Harry is so down that he won't talk to anyone.	I know only too well what that's like.	I know too well what that's like.	What do you mean?	-20.909381866455078	-21.670421600341797	-1.4935272761753626	-1.6669555077185998	14	13	-7.6618146896362305	-8.088420867919922	-0.8513127432929145	-0.8987134297688802	9	9	-87.70008945465088	-88.87962913513184	-2.2487202424269457	-2.338937608819259	39	38	True
4548	only	Do you mind if I get a lift in your car, please?	I don’t see any problem, only the car is a bit old.	I don’t see any problem, the car is a bit old.	Oh you’re so kind!	-34.311753273010254	-35.997300148010254	-1.805881751211066	-1.999850008222792	19	18	-17.206607818603516	-16.32817554473877	-1.7206607818603517	-1.632817554473877	10	10	-104.85930347442627	-105.66641807556152	-2.2310490100941758	-2.297096045120903	47	46	True
4578	only	I've been told that you are a very successful businessman abroad. I wonder how you managed to achieve such success?__eou__Oh, through a lot of hard work, of course.__eou__I suppose that in a foreign country it was difficult at first, wasn't it?	Surely it was, especially when you only knew few people and little English.	Surely it was, especially when you knew few people and little English.	You mean you didn’t know much English then?	-45.80673313140869	-40.41732883453369	-2.4108806911267733	-2.245407157474094	19	18	-23.562055110931396	-23.751410484313965	-1.6830039364950997	-1.6965293203081404	14	14	-198.53614473342896	-193.33609580993652	-2.0467643786951437	-2.0139176646868386	97	96	True
4614	only	Hello, is this the ABC company?__eou__Yes, may I help you?	We have just arrived from Tokyo only ... looking for a reserve car of your company. All of above, we cannot find it.	We have just arrived from Tokyo ... looking for a reserve car of your company. All of above, we cannot find it.	What is your reservation number?	-114.16278743743896	-104.88544368743896	-3.805426247914632	-3.616739437497895	30	29	-10.28154182434082	-10.285987854003906	-1.028154182434082	-1.0285987854003906	10	10	-175.4267635345459	-166.14062023162842	-2.784551802135649	-2.679687423090781	63	62	True
4622	only	How do you get along with your co-workers?__eou__I get along pretty well with most of them.It seems there are always a few rotten apples in the bunch, though, Like Margaret. I don't know why management hasn't fired her yet.She' s a terrible gossip.__eou__Do you think management should fire someone just because they gossip?	It's not only that she gossips, but she also tries to start problems among other employees by spreading rumors and telling lies about her co-workers.She' s not trustworthy, and in my opinion, I think she's nuts.	It's not that she gossips, but she also tries to start problems among other employees by spreading rumors and telling lies about her co-workers.She' s not trustworthy, and in my opinion, I think she's nuts.	So how do you develop good relationships in the office?	-91.06205701828003	-93.49597978591919	-1.7855305297701967	-1.8699195957183838	51	50	-28.052753448486328	-27.898725509643555	-1.870183563232422	-1.859915033976237	15	15	-287.364191532135	-289.64882946014404	-1.9818220105664484	-2.0114502045843334	145	144	True
4713	only	I’m Miss Sherman. What seems to be the problem?	Well, apparently I’Ve run up quite a bill. I was under the impression that the Junior Executive Holiday Package only cost 250 dollars per night. I’Ve just been informed that it’s actually 500 do	Well, apparently I’Ve run up quite a bill. I was under the impression that the Junior Executive Holiday Package cost 250 dollars per night. I’Ve just been informed that it’s actually 500 do	That’s true. For the Junior Executive Room ... three nights ... yes, your bill should be $ 1,500	-128.81748962402344	-127.50967788696289	-2.6289283596739477	-2.65645162264506	49	48	-74.1515884399414	-74.16717910766602	-2.648271015712193	-2.6488278252737865	28	28	-256.9199028015137	-255.59296417236328	-2.762579600016276	-2.778184393177862	93	92	True
4762	only	... Now that we have been over the gory details of our disastrous first quarter, Ed! Give us some good news. How are things looking for us in terms sales this month?__eou__Uh well ... would you like the bad news first or the really bad news?	What? Ed, don’t tell me you only have bad news!	What? Ed, don’t tell me you have bad news!	Well sir, our sales have dropped, no plunged, fifty percent in the past month alone. We are currently overstocked and overstaffed and our profits refalling fast. The market is in recession and we have no way of moving our inventory, or getting rid of our staff. If we consider redundancies, it would cost us a fortune because of the new regulations governing compensation packages. It’s a real mess.	-32.114749908447266	-30.055706024169922	-1.7841527726915147	-1.767982707304113	18	17	-240.86465072631836	-241.27218198776245	-2.7063443901833524	-2.7109233931209262	89	89	-458.74518394470215	-457.11458349227905	-2.730626094908941	-2.737213074804066	168	167	True
4867	only	I've heard that you've made a new strange friend recently, Sophie.	Yes. He is an old man with a great sense of humour. Not only can he play the piano, he also draws pictures very well.	Yes. He is an old man with a great sense of humour. Not can he play the piano, he also draws pictures very well.	So you can learn a lot from him.	-62.881248474121094	-73.0299301147461	-1.9054923780036694	-2.2821853160858154	33	32	-14.336708068847656	-14.648378372192383	-1.1028236976036658	-1.126798336322491	13	13	-148.3049659729004	-158.7739715576172	-2.2816148611215445	-2.4808433055877686	65	64	True
4899	only	Hi, how is it going?	Pretty good, Sam. Only the awful weather, you know.	Pretty good, Sam. The awful weather, you know.	That’s right. I’Ve never really liked it since I got here.	-48.4506950378418	-43.05256271362305	-2.850040884578929	-2.6907851696014404	17	16	-45.99171590805054	-46.98655128479004	-2.299585795402527	-2.349327564239502	20	20	-126.69507169723511	-122.27523422241211	-2.6394806603590646	-2.601600728136428	48	47	True
5158	only	What happened to that girl you were seeing?__eou__Oh Jackie? We broke up last week.	That was a short relationship. You only started dating 2 months ago.	That was a short relationship. You started dating 2 months ago.	It was actually a long two months. She was a psycho.	-32.0516939163208	-34.12732410430908	-1.6869312587537264	-1.8959624502393935	19	18	-30.231182098388672	-29.946609497070312	-1.7783048293169808	-1.7615652645335478	17	17	-129.33819007873535	-131.14271354675293	-2.0860998399796022	-2.1498805499467695	62	61	True
5188	only	I've been told that you are a very successful businessman abroad. I wonder how you managed to achieve such success?__eou__Oh, through a lot of hard work, of course.__eou__I suppose that in a foreign country it was difficult at first, wasn't it?	Surely it was, especially when you only knew few people and little English.	Surely it was, especially when you knew few people and little English.	You mean you didn't know much English then?	-45.80673313140869	-40.41732883453369	-2.4108806911267733	-2.245407157474094	19	18	-18.367303371429443	-18.389578819274902	-1.3119502408163888	-1.3135413442339217	14	14	-193.341392993927	-187.97426414489746	-1.9932102370507938	-1.9580652515093486	97	96	True
5207	only	I hate this kind of weather!__eou__When I was a kid, there was a weather who said there is no such thing as bad weather.__eou__I think he had water on the brain. This is bad.	He said there are only all kinds of good weather.	He said there are all kinds of good weather.	Okay, Pollyanna, what's so good about this weather?	-20.42061996459961	-19.42208480834961	-1.3613746643066407	-1.387291772024972	15	14	-31.091308116912842	-31.58632230758667	-1.8289004774654614	-1.8580189592698042	17	17	-177.81714296340942	-177.35211992263794	-2.091966387804817	-2.111334760983785	85	84	True
5220	only	There is a new coffee shop opening up down the street.	I hope that they have a good menu. Most coffee shops only have coffee and Danish.	I hope that they have a good menu. Most coffee shops have coffee and Danish.	That's right. You don't drink coffee, do you?	-43.57132530212402	-46.22757530212402	-1.9805147864601829	-2.2013131096249534	22	21	-25.230976581573486	-25.24040699005127	-1.4841750930337345	-1.4847298229441923	17	17	-112.83111047744751	-115.4967908859253	-2.051474735953591	-2.1388294608504683	55	54	True
5252	only	It's going to strike 12 o'clock. Let's get the firecrackers ready, Rose.__eou__Aren't firecrackers forbidden in the city?	Well yes, but they are not allowed only in downtown areas. It's OK here. It would be difficult to ban customs that have thousands of years of tradition. The habit does bring kids joy and excitement so long as precautions are taken. Let's go out and set off firecrackers out there.	Well yes, but they are not allowed in downtown areas. It's OK here. It would be difficult to ban customs that have thousands of years of tradition. The habit does bring kids joy and excitement so long as precautions are taken. Let's go out and set off firecrackers out there.	Fantastic! The whole city is echoing with crackling sounds!	-176.9410524368286	-174.25716876983643	-2.722170037489671	-2.722768262028694	65	64	-36.60985088348389	-36.9334192276001	-2.288115680217743	-2.308338701725006	16	16	-316.79379177093506	-314.4476251602173	-2.639948264757792	-2.6424170181530866	120	119	True
5268	only	I'm really curious. What is it like doing housework all day for a living?	It's a little like being a mom, only I get paid for it!	It's a little like being a mom, I get paid for it!	I still think that it is a bitstrange that you like to do that kind of thing. Most women would rather hire a maid.	-30.23089599609375	-37.763641357421875	-1.5115447998046876	-1.9875600714432566	20	19	-81.0989933013916	-81.41355514526367	-2.5343435406684875	-2.5441735982894897	32	32	-179.95909690856934	-187.81269073486328	-2.4318796879536397	-2.572776585409086	74	73	True
5474	only	Do you have any habits such as smoking?	No, I rarely smoke. I don't drink, either. I only drink with my family on celebrations or with close friends.	No, I rarely smoke. I don't drink, either. I drink with my family on celebrations or with close friends.	What kind of winter sport do you like best?	-59.31690979003906	-61.7841796875	-1.9772303263346354	-2.1304889547413794	30	29	-25.77484893798828	-25.384610176086426	-1.8410606384277344	-1.8131864411490304	14	14	-133.46866989135742	-135.48858737945557	-2.3415556121290777	-2.419439060347421	57	56	True
5551	only	Did you watch the final last night? My favorite singer won!	Oh, I love him too. He not only sings well but also shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but also shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-65.29428291320801	-78.88784980773926	-2.3319386754717146	-2.921772215101454	28	27	-78.44347190856934	-77.89931201934814	-2.3071609384873333	-2.2911562358631805	34	34	-204.07719230651855	-217.1612672805786	-2.5832555988166908	-2.7841188112894693	79	78	True
5572	only	What should we do this Saturday?__eou__Rocky six is suppose to come out this Friday.__eou__Yeah, but I don't know if it is going to be any good.	The only reason I want to see it is because I have seen the previous five.	The reason I want to see it is because I have seen the previous five.	True. Ok. Let's see it this Saturday.	-27.096205711364746	-28.9452543258667	-1.290295510064988	-1.447262716293335	21	20	-26.641215324401855	-25.875666618347168	-1.7760810216267904	-1.7250444412231445	15	15	-158.51591300964355	-159.618314743042	-1.9569865803659698	-1.995228934288025	81	80	True
5598	only	Hey Joanne. What are you up to?__eou__I'm just watching some television.	I'm so bored. I don't know what I'm going to do today and it is only ten in the morning.	I'm so bored. I don't know what I'm going to do today and it is ten in the morning.	Me too. Do you think we are boring people?	-43.30070400238037	-45.425395011901855	-1.4931277242200127	-1.6223355361393519	29	28	-26.43830132484436	-26.424118041992188	-1.7625534216562906	-1.761607869466146	15	15	-126.8740656375885	-128.9935131072998	-1.8387545744578044	-1.8969634280485266	69	68	True
5608	only	William told you that his grandmother is sick, huh? What exactly did he say?	He said his grandmother got cancer and has only a few weeks to live. It's really so sad! But when I talked to him on the phone, it sounded like he was holding up really well.	He said his grandmother got cancer and has a few weeks to live. It's really so sad! But when I talked to him on the phone, it sounded like he was holding up really well.	It didn't sound like he was too upset, huh? What did you tell him?	-75.8579330444336	-77.97979736328125	-1.6857318454318577	-1.7722681218927556	45	44	-31.28177547454834	-31.282270431518555	-1.4218988852067427	-1.4219213832508435	22	22	-184.69114017486572	-186.82117462158203	-2.098762956532565	-2.147369823236575	88	87	True
