id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
3626	not	Did you go and buy your bus pass?__eou__No, I didn't.__eou__When are you going to go get it?	I'm not sure where they sell bus passes at.	I'm sure where they sell bus passes at.	Why didn't you just ask me?	-79.76402604579926	-89.52754163742065	-4.9852516278624535	-5.968502775828044	16	15	-27.167467832565308	-28.71424639225006	-2.089805217889639	-2.2087881840192356	13	13	-286.0012810230255	-297.3165190219879	-4.1449461017829785	-4.372301750323352	69	68	True	False
3630	not	So, where is this bus supposed to take us?__eou__It should take us back up to Altadena.__eou__Well, don't you know for sure?	I'm not really sure if it does or not.	I'm really sure if it does or.	Are you sure we got on the right bus?	-56.57916259765625	-87.1748046875	-3.5361976623535156	-6.226771763392857	16	14	-19.314252376556396	-20.04963719844818	-1.2876168251037599	-1.3366424798965455	15	15	-299.7160291671753	-331.0253275632858	-3.8924159632100688	-4.413671034177145	77	75	True	False
3636	not	Have you bought a bus pass yet?	I'm not getting one.	I'm getting one.	Why is that?	-72.21637153625488	-80.57318305969238	-6.56512468511408	-8.057318305969238	11	10	-12.90042495727539	-18.23827612400055	-1.4333805508083768	-2.02647512488895	9	9	-165.3854784965515	-179.04925739765167	-4.864278779310339	-5.425735072656111	34	33	True	False
3637	not	You get your bus pass?	I'm not going to buy one.	I'm going to buy one.	You're not?	-78.06651782989502	-80.25204944610596	-6.005116756145771	-6.687670787175496	13	12	-19.259538650512695	-31.410685777664185	-2.139948738945855	-3.490076197518243	9	9	-178.15288257598877	-192.46417832374573	-5.23979066399967	-5.832247827992295	34	33	True	False
3664	not	Excuse me, are you American?__eou__No.__eou__Do you speak English?	A little, but not very well.	A little, but very well.	How long have you been here?	-56.24415588378906	-69.83595275878906	-4.326473529522236	-5.819662729899089	13	12	-29.713739156723022	-26.324180603027344	-2.4761449297269187	-2.1936817169189453	12	12	-224.6855525970459	-234.88779091835022	-4.0122420106615335	-4.270687107606368	56	55	True	False
3665	not	William, do you like studying English?__eou__I like studying English, and I can read well, but speaking can be difficult.	It's not that bad. If you talk to your American friends every day, you'll learn quickly.	It's that bad. If you talk to your American friends every day, you'll learn quickly.	Can I ask you a question?	-107.05464172363281	-119.93185424804688	-4.117486220139724	-4.797274169921875	26	25	-26.613465785980225	-27.146952867507935	-2.217788815498352	-2.262246072292328	12	12	-304.1797649860382	-317.6585874557495	-4.110537364676192	-4.351487499393829	74	73	True	False
3676	not	Ms. : Do you have a question, Mary?	No. That's not why I raised my hand. I need to go to the ladies' room.	No. That's why I raised my hand. I need to go to the ladies' room.	Ms. : Let me give you a hall pass for it.	-97.50757217407227	-90.75349950790405	-3.750291237464318	-3.6301399803161623	26	25	-35.668391704559326	-36.161620020866394	-1.9815773169199626	-2.008978890048133	18	18	-222.71808445453644	-216.61255252361298	-3.651116138598958	-3.610209208726883	61	60	True	False
3697	not	Mr. Rogers?__eou__Mr. : Yes?	I'm not feeling too well.	I'm feeling too well.	Mr. : Would you like to go to the nurse's?	-69.99686241149902	-78.30291175842285	-5.833071867624919	-7.118446523492986	12	11	-58.799221873283386	-62.510464906692505	-3.2666234374046326	-3.4728036059273615	18	18	-260.897536277771	-272.9343408346176	-5.21795072555542	-5.570088588461584	50	49	True	False
3712	not	Our philosophy teacher is very humorous.__eou__I usually have the wrong notion that he's very serious.	No, not at all.The examples he gives are very interesting.	No, at all.The examples he gives are very interesting.	No wonder when I pass your room, I always hear your laughter.	-103.36112976074219	-106.15277099609375	-5.742284986707899	-6.244280646829044	18	17	-65.20788884162903	-65.07849431037903	-3.4319941495594226	-3.4251839110725806	19	19	-341.4729995727539	-344.14307403564453	-5.0966119339217	-5.214289000540068	67	66	True	False
3723	not	How did you do in the last quiz?__eou__I doubt if I can pass it.	Don't be so worried, You know Professor Robert is not too strict.	Don't be so worried, You know Professor Robert is too strict.	But I often skip his classes, and he doesn't like me.	-127.27452087402344	-130.2621307373047	-6.363726043701172	-6.855901617752878	20	19	-64.17747616767883	-61.20756757259369	-3.377761903562044	-3.221450924873352	19	19	-324.19145679473877	-324.2114163637161	-4.838678459622967	-4.9122941873290324	67	66	True	False
3735	not	Hello?__eou__Good morning, Nathaniel. This is Leah calling from the International Student Office.__eou__Good morning.	The reason I'm calling is because Ms. Collins will not be able to call you back until next week.	The reason I'm calling is because Ms. Collins will be able to call you back until next week.	Oh. I had hoped she would have called me back yesterday.	-102.578005194664	-113.24201726913452	-3.799185377580148	-4.35546220265902	27	26	-59.18750190734863	-60.31762945652008	-3.2881945504082575	-3.350979414251116	18	18	-371.33267188072205	-383.09753608703613	-4.528447218057586	-4.729599210951063	82	81	True	False
3769	not	Jenny, you look terrible. What's eating you?__eou__Don't brother me!__eou__Hey, chill out, I'm just trying to help.	Sorry, Sally, it's not your fault.	Sorry, Sally, it's your fault.	So, what's the problem?	-77.67068481445312	-84.41510009765625	-5.178045654296875	-6.029650006975446	15	14	-18.254632830619812	-21.495117783546448	-1.521219402551651	-1.7912598152955372	12	12	-287.5440239906311	-297.5254452228546	-3.9936669998698764	-4.19049922849091	72	71	True	False
3778	not	Emily, are you getting rushed by a sorority?__eou__More than one. I think the count is now three, if I remember correctly.__eou__Wow. I'm getting rushed too, but just one. Are you thinking of joining any of them?	I don't know. I know there are advantages to joining, but I'm not much into group stuff.	I don't know. I know there are advantages to joining, but I'm much into group stuff.	The guys I've talked to say that the activities that go on in a frat house can be a little distracting depending on the group.	-101.00452613830566	-114.38349342346191	-3.7409083754928023	-4.399365131671612	27	26	-110.64363217353821	-101.49471259117126	-3.457613505423069	-3.171709768474102	32	32	-494.42945885658264	-498.64302706718445	-3.955435670852661	-4.021314734412778	125	124	True	False
3779	not	How many credits are you taking this semester?__eou__I have to have at least eighteen to keep my scholarships and grant. But so far, I only have fifteen.__eou__What's the matter, are the classes you want full?	Yes. And now I'm down to either taking a class I'm not going to need or considering a double major.	Yes. And now I'm down to either taking a class I'm going to need or considering a double major.	If you were to take on a double major, what would be your first choice?	-136.8824691772461	-146.53486442565918	-4.720085144042969	-5.233388015202114	29	28	-44.479206919670105	-43.39573431015015	-2.0217821327122776	-1.9725333777340976	22	22	-434.5575917959213	-443.1115951538086	-3.914933259422715	-4.028287228670988	111	110	True	False
3793	not	You'd better prepare for the examination.__eou__I don't think the exam will be very hard.	You should change your attitude, or you will not pass the course.	You should change your attitude, or you will pass the course.	Maybe you're right. I have been too lazy lately.	-82.58346176147461	-89.03385162353516	-4.346497987446032	-4.946325090196398	19	18	-31.776562690734863	-31.08928084373474	-1.8692095700432272	-1.8287812261020435	17	17	-251.81743967533112	-257.6094629764557	-3.815415752656532	-3.9632225073300873	66	65	True	False
3795	not	Hey Jack. How were your classes this semester?	They were not too bad. I really liked my poli-sci class.	They were too bad. I really liked my poli-sci class.	Would you consider it your favorite class?	-99.80656242370605	-109.22426402568817	-4.752693448747907	-5.461213201284409	21	20	-37.5919269323349	-34.30169677734375	-2.8916866871026845	-2.638592059795673	13	13	-227.63079249858856	-233.75826394557953	-4.5526158499717715	-4.770576815215909	50	49	True	False
3800	not	David, what do you want to do after graduation?__eou__I suppose I should choose one from the' Best Career List', to be a public officer, what do you think?	That sounds like a hot job, right? But in my opinion, you ought not to choose one career from that so-called list, and you need to take your interests, values, and skills into account.	That sounds like a hot job, right? But in my opinion, you ought to choose one career from that so-called list, and you need to take your interests, values, and skills into account.	It beats me! I never thought about it before and maybe I thought finding a career is a simple thing.	-167.18899536132812	-167.29678344726562	-3.5572126672623003	-3.6368865966796875	47	46	-93.2349534034729	-93.63747477531433	-3.4531464223508483	-3.4680546213079384	27	27	-478.1576989889145	-478.74538576602936	-3.9846474915742873	-4.0230704686220955	120	119	True	False
3814	not	Would you like to come to our party?	I'd like to. But I'm not myself today.	I'd like to. But I'm myself today.	What happened? You look so pale.	-87.54254531860352	-93.86998176574707	-5.149561489329619	-5.866873860359192	17	16	-34.05392134189606	-46.012696862220764	-2.6195324109150815	-3.539438220170828	13	13	-186.68129551410675	-204.97185814380646	-4.148473233646817	-4.658451321450147	45	44	True	False
3818	not	Can I help you?	I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.	I hope so. I'm looking for some material for a paper I'm writing, and I'm quite sure where to look.	I'll certainly try to help you. What topic is your paper on?	-110.52617585659027	-131.45633029937744	-3.453942995518446	-4.2405267838508856	32	31	-41.21749186515808	-38.45510983467102	-2.0608745932579042	-1.922755491733551	20	20	-208.47013306617737	-226.672008395195	-3.3090497312091647	-3.656000135406371	63	62	True	False
3819	not	Excuse me, can you tell me the name of the book you read?__eou__Harry Potter.__eou__Harry Potter? Is that book funny?	Actually, the language itself is not so funny, but you can imagine the scene, that's funny.	Actually, the language itself is so funny, but you can imagine the scene, that's funny.	Got it.	-112.84109497070312	-124.7745361328125	-4.3400421142578125	-4.9909814453125	26	25	-28.57857322692871	-29.071772575378418	-3.572321653366089	-3.6339715719223022	8	8	-336.91514444351196	-349.34178495407104	-4.375521356409246	-4.596602433606198	77	76	True	False
3842	not	You know ... I did very poorly on that test.	Cheer up! It's not the only chance in life to do well on a test. There'll be many more.	Cheer up! It's the only chance in life to do well on a test. There'll be many more.	Well, you know how I am about exams. I'm a perfectionist.	-111.75302362442017	-123.87721800804138	-3.725100787480672	-4.2716282071738405	30	29	-45.693638920784	-50.02834105491638	-2.175887567656381	-2.3823019549960183	21	21	-251.68595254421234	-268.30890703201294	-3.7012640080031227	-4.004610552716611	68	67	True	False
3848	not	Do you mind if I sit here?	Of course not, help yourself.	Of course, help yourself.	What are you studying?	-68.91754245758057	-71.67379224300385	-5.743128538131714	-6.515799294818532	12	11	-20.898804187774658	-21.653992533683777	-2.089880418777466	-2.1653992533683777	10	10	-155.4272140264511	-158.86587917804718	-4.317422611845864	-4.539025119372776	36	35	True	False
3889	not	Do you speak only English in the class, or does your teacher explain everything to you in Spanish?__eou__Oh, we never speak Spanish in class! Miss.Parker speaks to us only in English.__eou__I suppose she's right. Does she speak English very slowly?	Not always. Sometimes we don't understand her. Then she has to repeat what she said.	Always. Sometimes we don't understand her. Then she has to repeat what she said.	It must be interesting to study English.	-84.4011822938919	-83.47805190086365	-3.516715928912163	-3.629480517428854	24	23	-30.25012958049774	-30.94104552268982	-2.3269330446536722	-2.3800804248222938	13	13	-413.86953258514404	-413.6093372106552	-3.941614596048991	-3.9770128577947617	105	104	True	False
3910	not	Lester, you are really fantastic at automobile repair.__eou__Thanks, June. But I think I need to be certified as a mechanic 5 before I’m allowed to repair cars for a living.	That’s not a big problem. There are many small schools for adults like you who can study to be certified.	That’s a big problem. There are many small schools for adults like you who can study to be certified.	I guess I never thought of that before.	-138.38095092773438	-138.48202514648438	-4.942176818847656	-5.128963894314236	28	27	-23.66716694831848	-21.56377363204956	-1.6905119248798914	-1.5402695451463972	14	14	-409.8888077735901	-407.87367129325867	-4.455313127973805	-4.482128255969876	92	91	True	False
3912	not	I hear you’re taking a music class. I didn’t know you’re interested in it.	Oh, I’m not. I’Ve never had a music class before.	Oh, I’m. I’Ve never had a music class before.	In my opinion, you’ll make it.	-103.13790225982666	-108.36831760406494	-4.911328679039364	-5.418415880203247	21	20	-47.894100189208984	-53.120797634124756	-3.4210071563720703	-3.7943426881517683	14	14	-261.94353997707367	-272.3703793287277	-4.365725666284561	-4.616447107266572	60	59	True	False
3916	not	Can I help you?	I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.	I hope so. I'm looking for some material for a paper I'm writing, and I'm quite sure where to look.	I'll certainly try to help you.What topic is your paper on?	-110.52617585659027	-131.45633029937744	-3.453942995518446	-4.2405267838508856	32	31	-53.5740647315979	-51.672359108924866	-2.819687617452521	-2.7195978478381506	19	19	-220.8267059326172	-239.82350528240204	-3.5617210634293093	-3.9315328734820008	62	61	True	False
3942	not	Do you speak only English in the class, or does your teacher explain everything to you in Spanish?__eou__Oh, we never speak Spanish in class! Miss.Parker speaks to us only in English.__eou__I suppose she's right.Does she speak English very slowly?	Not always.Sometimes we don't understand her.Then she has to repeat what she said.	Always.sometimes we don't understand her.Then she has to repeat what she said.	It must be interesting to study English.	-90.17888903617859	-95.21349811553955	-3.9208212624425474	-4.32788627797907	23	22	-29.072463989257812	-31.06250786781311	-2.2363433837890625	-2.38942368213947	13	13	-421.97257363796234	-428.9655851125717	-4.096821103281187	-4.205544952084036	103	102	True	False
3947	not	Our maths teacher is rather humorous.__eou__On the contrary, I think he's very serious.	No, not at all. His examples are really interesting.	No, at all. His examples are really interesting.	So they're easy to remember.	-91.45024633407593	-96.16445922851562	-5.379426254945643	-6.010278701782227	17	16	-40.0075261592865	-39.78173792362213	-3.3339605132738748	-3.315144826968511	12	12	-283.08620953559875	-287.5674444437027	-4.880796716131013	-5.04504288497724	58	57	True	False
3963	not	Our maths teacher is rather humorous.__eou__On the contrary, I think he's very serious.	No, not at all.His examples are really interesting.	No, at all.His examples are really interesting.	So they're easy to remember.	-98.15398168563843	-102.88296508789062	-5.773763628566966	-6.430185317993164	17	16	-39.31225347518921	-38.64108455181122	-3.276021122932434	-3.2200903793176017	12	12	-289.07514095306396	-293.1638516187668	-4.984054154363172	-5.143225466995909	58	57	True	False
3980	not	Our maths teacher is rather humorous.__eou__On the contrary, I think he's very serious.	No, not at all.His examples are really interesting.	No, at all.His examples are really interesting.	So they're easy to remember.	-98.15398168563843	-102.88296508789062	-5.773763628566966	-6.430185317993164	17	16	-39.31225347518921	-38.64108455181122	-3.276021122932434	-3.2200903793176017	12	12	-289.07514095306396	-293.1638516187668	-4.984054154363172	-5.143225466995909	58	57	True	False
4005	not	How long will it take to learn English? Will I be able to take other courses next semester or will English take up all of my time?__eou__It’s hard to say. Language isn’t like other studies.	You mean I could finish this course and still not know English? You’Ve got to be kidding!	You mean I could finish this course and still know English? You’Ve got to be kidding!	I’m not kidding. Learning a language is a question of forming language habits and that takes time.	-142.82682526111603	-140.78086280822754	-5.493339433119847	-5.631234512329102	26	25	-65.07823717594147	-67.8461240530014	-2.6031294870376587	-2.713844962120056	25	25	-440.7579606771469	-441.5106192827225	-4.238057314203336	-4.286510866822549	104	103	True	False
4010	not	Do you mind if I ask you a question?	No, not at all. Go ahead.	No, at all. Go ahead.	What do you do in order to improve your English?	-70.63619410991669	-81.056077003479	-5.04544243642262	-6.235082846421462	14	13	-37.63193142414093	-37.64457988739014	-2.351995714008808	-2.3527862429618835	16	16	-166.04940342903137	-176.45258140563965	-3.6097696397615517	-3.921168475680881	46	45	True	False
4011	not	Would you like to go to work or continue your studies after graduation?	I think I will continue my studies. Now it's not easy for a graduate with bachelor's degree to get a job since there are so many graduates with master's or doctor's degree. We are likely to lose in competing with them in the job market.	I think I will continue my studies. Now it's easy for a graduate with bachelor's degree to get a job since there are so many graduates with master's or doctor's degree. We are likely to lose in competing with them in the job market.	So you will continue to study for a master's degree?	-190.77088034152985	-190.93422210216522	-3.346857549851401	-3.4095396803958073	57	56	-53.7486492395401	-53.32424306869507	-3.161685249384712	-3.1367201805114746	17	17	-323.2089796066284	-322.97769916057587	-3.438393400070515	-3.47287848559759	94	93	True	False
4017	not	Pardon me. Could you please pass me the tissue?__eou__Sure, here you are.__eou__Thanks, I didn't expect the dish to be so spicy. Are you ok?	Yeah, I think the food is alright, it's not too spicy though it's a little salty for me. But you are Chinese, you should have known better.	Yeah, I think the food is alright, it's too spicy though it's a little salty for me. But you are Chinese, you should have known better.	Well, not every Chinese can handle spicy food in the way people from Sichuan and Guizhou provinces can. Back where I come from, people don't eat a lot of papers and chilies.	-160.43981170654297	-169.96723175048828	-4.113841325808794	-4.472821888170745	39	38	-126.23339140415192	-124.70808136463165	-2.685816838386211	-2.653363433290035	47	47	-539.5437541007996	-547.5081139802933	-3.938275577378099	-4.02579495573745	137	136	True	False
4019	not	Do you speak only English in the class, or does your teacher explain everything to you in Spanish?__eou__Oh, we never speak Spanish in class! Miss.Parker speaks to us only in English.__eou__I suppose she's right. Does she speak English very slowly?	Not always. Sometimes we don't understand her. Then she has to repeat what she said.	Always. Sometimes we don't understand her. Then she has to repeat what she said.	It must be interesting to study English.	-84.4011822938919	-83.47805190086365	-3.516715928912163	-3.629480517428854	24	23	-30.25012958049774	-30.94104552268982	-2.3269330446536722	-2.3800804248222938	13	13	-413.86953258514404	-413.6093372106552	-3.941614596048991	-3.9770128577947617	105	104	True	False
4021	not	You know, I really don’t think Americans are very romantic.__eou__Where did you get that idea?__eou__That’s the impression I get from the movies, and from looking around. Men and women seem very business-like in their relations with each other.	Well, I’m still not sure what you’re asking me.	Well, I’m still sure what you’re asking me.	Is it true or isn’t it?	-89.30058670043945	-101.4146900177002	-4.961143705579969	-5.965570001041188	18	17	-35.45219385623932	-33.657859206199646	-2.727091835095332	-2.5890660927845883	13	13	-376.00976169109344	-386.2930637598038	-3.91676835094889	-4.066242776418987	96	95	True	False
4032	not	Do you mind helping me?__eou__What can I help you with?	I'm not sure how to find my next class.	I'm sure how to find my next class.	Do you know what building that it's in?	-77.90248119831085	-91.71351635456085	-4.868905074894428	-6.11423442363739	16	15	-44.9222149848938	-46.118226766586304	-2.994814332326253	-3.0745484511057537	15	15	-231.81872594356537	-246.82577288150787	-4.214885926246643	-4.570847645953849	55	54	True	False
4071	not	Excuse me, Professor, I have a problem and need to leave class early.__eou__Why do you have to leave early?	I am not feeling well.	I am feeling well.	Could you make it up by attending my other section this week?	-51.66590881347656	-64.96319580078125	-4.696900801225142	-6.496319580078125	11	10	-57.695191621780396	-53.256895542144775	-3.2052884234322443	-2.9587164190080433	18	18	-253.90778577327728	-262.7843930721283	-3.906273627281189	-4.106006141752005	65	64	True	False
4086	not	I was wondering how you are going to calculate our final grades.__eou__Grades are based on many things__eou__What counts the most?	Actually I look at all of it and let's not forget class participation.	Actually I look at all of it and let's forget class participation.	Do you grade on a curve or use percentages?	-109.50005674362183	-125.0314474105835	-5.4750028371810915	-6.580602495293868	20	19	-34.90744888782501	-25.85069239139557	-2.327163259188334	-1.7233794927597046	15	15	-360.9886140823364	-367.4324984550476	-4.749850185293901	-4.899099979400635	76	75	True	False
4123	not	you look better today. How did your test go?__eou__much better than it did yesterday.__eou__did you pass?	I not only passed my test, but I aced it! I'm so happy!	I only passed my test, but I aced it! I'm so happy!	you should be. You worked really hard last night preparing for it.	-87.93277931213379	-94.1926040649414	-3.8231643179188604	-4.281482002951882	23	22	-66.90838253498077	-67.43927073478699	-3.5214938176305672	-3.549435301830894	19	19	-370.6886421442032	-377.4336950778961	-4.6336080268025395	-4.777641709846787	80	79	True	False
4129	not	are you looking for a course?	Yes, but I'm not sure which one to sign up for.	Yes, but I'm sure which one to sign up for.	what kind of program are you looking for? Full-time or part-time?	-87.01462626457214	-110.75528502464294	-4.579717171819587	-6.153071390257941	19	18	-61.05047810077667	-62.05814278125763	-3.0525239050388335	-3.1029071390628813	20	20	-223.40409779548645	-248.11234617233276	-4.296232649913201	-4.864947964163387	52	51	True	False
4134	not	Jenny, you look terrible. What's eating you?__eou__Don't brother me!__eou__Hey, Chillon, I'm just trying to help.	Sorry, Sally, it's not your fault.	Sorry, Sally, it's your fault.	So, what's the problem?	-76.36959266662598	-80.89644813537598	-5.091306177775065	-5.778317723955427	15	14	-15.166271090507507	-18.026368260383606	-1.2638559242089589	-1.5021973550319672	12	12	-294.27855372428894	-301.6626377105713	-4.087202135059568	-4.2487695452193135	72	71	True	False
4138	not	You'll soon graduate from your university. Do you have any plans for the future?__eou__I'm planning to go to graduate school, but I also want to find a job. Otherwise, I'll have nowhere to go if I fail the entrance exam.__eou__Do you have a clear career path to follow?	Career path? I'm not sure.	Career path? I'm sure.	what kind of job do you want after graduation?	-61.044634103775024	-74.13838410377502	-4.695741084905771	-6.178198675314586	13	12	-33.552281618118286	-30.29131579399109	-2.236818774541219	-2.0194210529327394	15	15	-351.32026410102844	-361.16086077690125	-3.3780794625098887	-3.506416124047585	104	103	True	False
4142	not	Can you speak French?	Yes, I can, but not very well.	Yes, I can, but very well.	Can you understand your Spanish teacher?	-78.23922729492188	-85.49288940429688	-5.215948486328125	-6.106634957449777	15	14	-44.708091139793396	-41.63189995288849	-3.72567426164945	-3.469324996074041	12	12	-182.31801879405975	-186.50574362277985	-4.797842599843678	-5.040695773588644	38	37	True	False
4144	not	I'm going to work in a multi-national enterprise after graduation.__eou__but you said your dream was to be an entrepreneur, to be your own boss.	I'll do it someday. But it's not the right time now. I have to learn a lot by working as an employee.	I'll do it someday. But it's the right time now. I have to learn a lot by working as an employee.	it sounds like you've got a perfect plan.	-114.9734992980957	-129.35125350952148	-3.5929218530654907	-4.172621080952306	32	31	-44.97292351722717	-41.77688467502594	-2.9981949011484783	-2.785125645001729	15	15	-339.0122181177139	-350.13747215270996	-3.8524115695194765	-4.0245686454334475	88	87	True	False
4145	not	hello! How are you today?	Hi. I’m feeling very nervous. I just had a test and I’m not sure how well or how badly I did.	Hi. I’m feeling very nervous. I just had a test and I’m sure how well or how badly I did.	it’s not use worrying about it now. you’Ve done test and you can’t change any of your answers.	-140.51272201538086	-159.52619123458862	-4.53266845210906	-5.317539707819621	31	30	-125.3383195400238	-124.35760736465454	-4.32201101862151	-4.288193357401881	29	29	-326.4376629590988	-344.4219571352005	-4.471748807658888	-4.783638293544452	73	72	True	False
4153	not	I can’t believe my English teacher is making me read pride and prejudice!	Why not! It’s a classic; in fact, it’s one of my favorite novels.	Why! It’s a classic; in fact, it’s one of my favorite novels.	But it’s so old.	-118.96486675739288	-118.55602836608887	-4.956869448224704	-5.154609928960386	24	23	-29.94526505470276	-28.887520909309387	-2.7222968231547964	-2.6261382644826714	11	11	-247.02234065532684	-245.55575811862946	-4.41111322598798	-4.464650147611445	56	55	True	False
4154	not	What are you reading about in that science magazine?__eou__There are several interesting articles on recent scientific breakthroughs. I just finished reading one about cloning.	I’m not sure I like the idea of that. I don’t want people copying me or other people. It could be very confusing.	I’m sure I like the idea of that. I don’t want people copying me or other people. It could be very confusing.	According to the article, you have no real need to worry. Research nowadays is focussing on cloning parts of a human body to replace damaged or lost parts, not on recreating a whole human.	-113.73986911773682	-134.99114990234375	-3.4466627005374795	-4.218473434448242	33	32	-124.05646765232086	-124.89220893383026	-2.6968797315721926	-2.715048020300658	46	46	-417.5752087831497	-439.6275805234909	-3.509035367925628	-3.725657462063482	119	118	True	False
4162	not	Do you know where you want to transfer to?__eou__I don’t have the slightest clue.__eou__What school would you like to go to?	I’m not sure.	I’m sure.	You honestly have no idea?	-53.62831401824951	-63.55702495574951	-5.362831401824951	-7.061891661749946	10	9	-35.69329237937927	-33.535398960113525	-3.244844761761752	-3.0486726327375933	11	11	-285.3770331144333	-293.1439868211746	-4.45901614241302	-4.65307915589166	64	63	True	False
4189	not	I seldom heard the quarreling of her children.__eou__Why do you say that?__eou__Because her children have been the age when they seem to quarrel all day long.	Oh, I see. She told me that she had learned very quickly how to pour oil on troubled waters, but not to pour oil on the flame.	Oh, I see. She told me that she had learned very quickly how to pour oil on troubled waters, but to pour oil on the flame.	She is a clever mother.	-149.4998779296875	-157.37615966796875	-4.152774386935764	-4.496461704799107	36	35	-23.68652641773224	-22.133058667182922	-2.1533205834302036	-2.012096242471175	11	11	-397.4682506322861	-403.791064620018	-4.097610831260681	-4.206156923125188	97	96	True	False
4234	not	That’s really a let-down.__eou__Yeah. He really does let me down.	But that should not be the reason for you to lose heart.	But that should be the reason for you to lose heart.	I’m at the end of tether. I run out of ideas.	-87.19091796875	-96.52020263671875	-4.843939887152778	-5.6776589786305145	18	17	-68.5155041217804	-60.10077464580536	-3.6060791643042314	-3.163198665568703	19	19	-312.99299907684326	-313.8517738580704	-4.890515610575676	-4.981774188223339	64	63	True	False
4238	not	It’s really terrible!__eou__What are you talking about?	Don’t you see many parents are forcing there children’s hands to learn something they think important to their children. But the children are not interested in it at all.	Don’t you see many parents are forcing there children’s hands to learn something they think important to their children. But the children are interested in it at all.	You said it. Many parents just don’t understand know how to educate their children.	-171.10783863067627	-184.1187515258789	-4.502837858702007	-4.976182473672403	38	37	-92.69441425800323	-91.77094566822052	-4.213382466272875	-4.171406621282751	22	22	-376.85442757606506	-388.8929064273834	-4.595785702147135	-4.80114699293066	82	81	True	False
4247	not	You're late.__eou__I know I'm late. I'm sorry. I tried to call you to tell you, but your phone seems to be disconnected.__eou__My phone?	Yes. An automatic message says your phone is not in service.	Yes. An automatic message says your phone is in service.	Really? I had no idea. Let me check.Yes, it's dead. There's no dial tone.	-89.20762634277344	-103.68017578125	-4.955979241265191	-6.098833869485294	18	17	-84.88900697231293	-81.1055920124054	-3.144037295270849	-3.0039108152742737	27	27	-365.2659353017807	-375.8719551563263	-3.8449045821240073	-3.998637820811982	95	94	True	False
4260	not	Hey, that's a really nice outfit you have on.	Thank you. I wasn't sure if it looked okay or not.	Thank you. I wasn't sure if it looked okay or.	Oh, you look stunning. Your dress really goes well with your shoes.	-98.43380379676819	-113.06210350990295	-5.180726515619378	-6.2812279727723865	19	18	-65.80035448074341	-67.31323325634003	-3.2900177240371704	-3.3656616628170015	20	20	-243.27839410305023	-259.4417768716812	-4.268042001807899	-4.632888872708593	57	56	True	False
4263	not	I really hate to say this, but don't go away mad, just go away.__eou__I knew this would happen some day.__eou__Then, why didn't you try to prevent it in the beginning?	Well. It's not all my fault, Anna. You are responsible, too.	Well. It's all my fault, Anna. You are responsible, too.	I don't want to argue anymore. Please get out of my life!	-106.2418714761734	-111.94550096988678	-4.8291759761897	-5.33073814142318	22	21	-26.617607712745667	-25.137867331504822	-1.3308803856372833	-1.256893366575241	20	20	-337.43173038959503	-341.6662119626999	-3.4431809223428065	-3.5223320820896897	98	97	True	False
4273	not	I simply couldn’t help giving him the fish-eye when I knew all that.	But Ben is not a bad man. I know him from A to Z.	But Ben is a bad man. I know him from A to Z.	However, he disappointed us very much this time.	-125.94395303726196	-124.86121606826782	-5.9973310970124745	-6.243060803413391	21	20	-45.86239683628082	-50.51953196525574	-3.0574931224187214	-3.367968797683716	15	15	-301.330793261528	-304.88616371154785	-5.1953585045091035	-5.348880065114875	58	57	True	False
4274	not	What's the matter, John? you seemed to be restless today.	You see, I've been offered a new job. I can't decide whether to take it or not.	You see, I've been offered a new job. I can't decide whether to take it or.	Oh, that's easy. If it's better than the one you are doing now, go for it. That's my advice.	-93.78976440429688	-108.92449951171875	-3.4736949779369213	-4.189403827373798	27	26	-86.25849616527557	-89.75119745731354	-2.6955780051648617	-2.804724920541048	32	32	-276.4375958442688	-295.07325291633606	-3.499210073978086	-3.7829904220043082	79	78	True	False
4275	not	Jack I hear you have a chance to go to college without taking a test. Is that right?__eou__The news goes so fast. Ah, yes, I haven't decided yet.__eou__Don't hesitate. That's a very famous university which a lot of students are longing to attain.	Maybe you are right. But the major is not fit for me. I like architecture more than computers.	Maybe you are right. But the major is fit for me. I like architecture more than computers.	But this chance is really precious.	-109.84606397151947	-115.19030225276947	-4.22484861428921	-4.607612090110779	26	25	-23.49206554889679	-24.80224609375	-1.9576721290747325	-2.0668538411458335	12	12	-440.5580507516861	-447.23796701431274	-4.005073188651692	-4.1031006148102085	110	109	True	False
