source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	own_context_win_per_token	candidate_weight_unnormalized	candidate_weight	candidate_weight_basis
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	37	37	You can't have a month-to-month lease. We only have one-year leases.	you can't have a month-to-month lease. we only have one-year leases.	 You can't have a month-to-month lease. We only have one-year leases.\nSpeaker 1: Well, I have to leave for my new job in five months. Is there anything you can do for me?\nSpeaker 2:  No, there isn't.\nSpeaker 1: But you	-12.38492202758789	-12.142349243164062	-0.7285248251522288	-0.7142558378331801	17	17	-12.38492202758789	-12.142349243164062	-0.7285248251522288	-0.7142558378331801	-0.2425727844238281	-0.0142689873190486	False	True	False	0.8812188717027684	0.04067667239304254	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	38	38	1 guess we can make an agreement like that, but this is probably going to cost you more.	1 guess we can make an agreement like that, but this is probably going to cost you more.	1 guess we can make an agreement like that, but this is probably going to cost you more.\nSpeaker 1: Why?\nSpeaker 2: Well, as I said before, the regular lease is going to be much cheaper. If we go month to month, we have to deal with an agent,	-36.89571762084961	-37.35011291503906	-1.8447858810424804	-1.8675056457519528	20	20	-36.89571762084961	-37.35011291503906	-1.8447858810424804	-1.8675056457519528	0.4543952941894531	0.0227197647094727	True	True	True	0.2886009605726763	0.013321692376887464	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	39	39	1'm afraid it's impossible to negotiate such a lease because all the apartments here are let under the standard contract.	1'm afraid it's impossible to negotiate such a lease because all the apartments here are let under the standard contract.	1'm afraid it's impossible to negotiate such a lease because all the apartments here are let under the standard contract.\nSpeaker 1: Do you know of any way I can terminate this standard contract?\nSpeaker 2: No. All you can do is to move out at the end of the lease and the	-47.4127197265625	-48.3155517578125	-2.0614225968070654	-2.1006761633831523	23	23	-47.4127197265625	-48.3155517578125	-2.0614225968070654	-2.1006761633831523	0.90283203125	0.0392535665760869	True	True	True	0.23238796988822377	0.010726925651242628	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	40	40	1 sure.	1 sure.	1 sure.\nSpeaker 1: How much is it?\nSpeaker 2: Well, it's $1,200 a month.\nSpeaker 1: Is it negotiable?\nSpeaker 2: It depends. We've raised the price a lot the last year because we've had to	-9.6962890625	-9.44873046875	-3.2320963541666665	-3.1495768229166665	3	3	-9.6962890625	-9.44873046875	-3.2320963541666665	-3.1495768229166665	-0.24755859375	-0.08251953125	False	True	False	0.07207696465240433	0.003327040730057878	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	41	41	Sure. We can make a six-month lease for you. You can pay the deposit before you move in and we'll rent you the place with the one-month grace period.	sure. we can make a six-month lease for you. you can pay the deposit before you move in and we'll rent you the place with the one-month grace period.	 Sure. We can make a six-month lease for you. You can pay the deposit before you move in and we'll rent you the place with the one-month grace period.\nSpeaker 1: Okay.\nSpeaker 2: And do you want utilities included or not?\nSpeaker 1: I don't	-62.61614990234375	-62.22409057617188	-1.7890328543526786	-1.7778311593191964	35	35	-62.61614990234375	-62.22409057617188	-1.7890328543526786	-1.7778311593191964	-0.392059326171875	-0.0112016950334821	False	True	False	0.30514833462436786	0.014085511826152301	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	42	42	1 prefer it as a fixed-length lease because I need to know how much money to collect each month.	1 prefer it as a fixed-length lease because i need to know how much money to collect each month.	1 prefer it as a fixed-length lease because I need to know how much money to collect each month.\nSpeaker 1: Can I have a month-to-month lease after this one?\nSpeaker 2: I don't think I can do that.\nSpeaker 1: Can you help me find a shorter	-44.601837158203125	-44.25143432617188	-2.123897007533482	-2.107211158389137	21	21	-44.601837158203125	-44.25143432617188	-2.123897007533482	-2.107211158389137	-0.35040283203125	-0.0166858491443453	False	True	False	0.21831388097585283	0.010077271947375784	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	43	43	Sure.	sure.	 Sure.\nSpeaker 1: What's the monthly rent?\nSpeaker 2: $1250.\nSpeaker 1: Wow, that's a lot. I only have $1000 a month. Can I have a discount?\nSpeaker 2:  Sorry. That's what	-4.1337890625	-3.817626953125	-2.06689453125	-1.9088134765625	2	2	-4.1337890625	-3.817626953125	-2.06689453125	-1.9088134765625	-0.316162109375	-0.1580810546875	False	True	False	0.23111983090258928	0.010668388917947498	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	44	44	That's possible, but the price will be more expensive.	that's possible, but the price will be more expensive.	 That's possible, but the price will be more expensive.\nSpeaker 1: OK. How much is it?\nSpeaker 2: It's $1,150 a month.\nSpeaker 1:  That's a bit expensive. Do you have any apartments that are cheaper?\nSpeaker 	-17.89044189453125	-17.95904541015625	-1.4908701578776042	-1.4965871175130208	12	12	-17.89044189453125	-17.95904541015625	-1.4908701578776042	-1.4965871175130208	0.068603515625	0.0057169596354165	True	True	True	0.4111510634284561	0.018978550787064154	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	45	45	This apartment is not a month-to-month lease. I'm afraid that you have to go to the office for a one-year lease.	this apartment is not a month-to-month lease. i'm afraid that you have to go to the office for a one-year lease.	 This apartment is not a month-to-month lease. I'm afraid that you have to go to the office for a one-year lease.\nSpeaker 1: What are the steps I need to take?\nSpeaker 2:  The first step is to fill out an application form. You can use this one.	-39.337928771972656	-39.42241668701172	-1.4569603248878762	-1.46008950692636	27	27	-39.337928771972656	-39.42241668701172	-1.4569603248878762	-1.46008950692636	0.0844879150390625	0.0031291820384837	True	True	True	0.42533220860030835	0.019633146160400846	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	46	46	We don't offer month-to-month leases. But if you're going to rent the apartment for less than six months, we can charge you 150 dollars a month, which is higher than what we normally charge.	we don't offer month-to-month leases. but if you're going to rent the apartment for less than six months, we can charge you 150 dollars a month, which is higher than what we normally charge.	 We don't offer month-to-month leases. But if you're going to rent the apartment for less than six months, we can charge you 150 dollars a month, which is higher than what we normally charge.\nSpeaker 1: OK. I'll give you a call back.\nSpeaker 2	-52.03190231323242	-52.47452545166016	-1.156264495849609	-1.166100565592448	45	45	-52.03190231323242	-52.47452545166016	-1.156264495849609	-1.166100565592448	0.4426231384277344	0.0098360697428385	True	True	True	0.5745380691398716	0.026520422526330655	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	47	47	Maybe you should rent an apartment in the short-term	maybe you should rent an apartment in the short-term	 Maybe you should rent an apartment in the short-term\nrental business, such as Airbnb.\nSpeaker 1:  Okay, but then what happens when I want to renew the lease?\nSpeaker 2:  The landlord will either renew the lease or let you move out.\nSpeaker 1: 	-20.869873046875	-21.857177734375	-2.0869873046875	-2.1857177734375	10	10	-20.869873046875	-21.857177734375	-2.0869873046875	-2.1857177734375	0.9873046875	0.0987304687500003	True	True	True	0.22652233539501565	0.010456170563807286	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	48	48	The company accepts month-to-month lease if you pay the total amount in advance.	the company accepts month-to-month lease if you pay the total amount in advance.	 The company accepts month-to-month lease if you pay the total amount in advance.\nSpeaker 1: What if I cannot afford to pay that much in advance?\nSpeaker 2: Maybe we can arrange for you to pay the rent in advance for one month.\nSpeaker 1: Is it possible to move	-31.50092315673828	-31.37715530395508	-1.9688076972961424	-1.9610722064971924	16	16	-31.50092315673828	-31.37715530395508	-1.9688076972961424	-1.9610722064971924	-0.1237678527832031	-0.0077354907989501	False	True	False	0.2549387087610919	0.011767857758813408	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	49	49	Sorry, but we have already reached a point with your lease. The condition is non-negotiable.	sorry, but we have already reached a point with your lease. the condition is non-negotiable.	 Sorry, but we have already reached a point with your lease. The condition is non-negotiable.\nSpeaker 1: Why did you say it's non-negotiable? It is only five months.\nSpeaker 2: Are you aware of the amount of cash deposit? A one-year lease requires $	-51.646315574646	-52.01710891723633	-2.459348360697428	-2.477005186535063	21	21	-51.646315574646	-52.01710891723633	-2.459348360697428	-2.477005186535063	0.370793342590332	0.0176568258376348	True	True	True	0.15609776271989317	0.007205403514764556	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P	Can I have a month-to-month lease? I only want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	334866048	50	50	200	50	50	Because you want to rent the apartment for five months, do you have a job there?	because you want to rent the apartment for five months, do you have a job there?	 Because you want to rent the apartment for five months, do you have a job there?\nSpeaker 1:  Yes. But the point is I don't want to stay there for too long.\nSpeaker 2:  Five months is long enough for you?\nSpeaker 1:  That's a	-27.7454833984375	-27.335983276367188	-1.5414157443576388	-1.518665737575955	18	18	-27.7454833984375	-27.335983276367188	-1.5414157443576388	-1.518665737575955	-0.4095001220703125	-0.0227500067816839	False	True	False	0.390885669324488	0.018043109180723875	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	1	1	I don't think that's possible,  because the lease has a fixed term.	i don't think that's possible, because the lease has a fixed term.	 I don't think that's possible,  because the lease has a fixed term.\nSpeaker 1: Okay,  then I think I'd like to rent the apartment for a year.\nSpeaker 2:  Do you want to sign the lease for one year?\nSpeaker 1: Yes, 	-31.11128234863281	-31.2850341796875	-1.8300754322725183	-1.840296128216912	17	17	-31.2850341796875	-31.11128234863281	-1.840296128216912	-1.8300754322725183	-0.1737518310546875	-0.0102206959443933	False	True	False	0.31237372806107105	0.013077158511566088	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	2	2	Yes,  you  can.  Our  apartments  are  available  for  month-to-month  leases.	yes, you can. our apartments are available for month-to-month leases.	 Yes,  you  can.  Our  apartments  are  available  for  month-to-month  leases.\nWhat does the man want?\n(A) To rent a house.\n(B) To find a one-year lease.\n(C) To stay at the apartment for only a few months.\n	-31.558319091796875	-31.29052734375	-1.3149299621582031	-1.30377197265625	24	24	-31.29052734375	-31.558319091796875	-1.30377197265625	-1.3149299621582031	0.267791748046875	0.0111579895019531	True	True	True	0.5341755193492951	0.022362629478760648	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	3	3	For three months, we can only do a month-to-month lease, but for five months, we can't.	for three months, we can only do a month-to-month lease, but for five months, we can't.	 For three months, we can only do a month-to-month lease, but for five months, we can't.\nSpeaker 1: What else does the apartment have?\nSpeaker 2: There's a cable, and there's a microwave in the kitchen.\nSpeaker 1: Is it furnished?\n	-31.558048248291016	-31.437477111816406	-1.3720890542735225	-1.366846830948539	23	23	-31.437477111816406	-31.558048248291016	-1.366846830948539	-1.3720890542735225	0.1205711364746093	0.0052422233249831	True	True	True	0.5015230731314823	0.020995673244537123	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	4	4	It's too bad. There's no month-to-month lease available.	it's too bad. there's no month-to-month lease available.	 It's too bad. There's no month-to-month lease available.\nSpeaker 1: I'm afraid I don't have enough money to pay for a whole year. Can I pay in 12 months?\nSpeaker 2: We'll see. Let's have a look at your income statement.\n	-15.624862670898438	-15.875953674316406	-1.1160616193498885	-1.1339966910226005	14	14	-15.875953674316406	-15.624862670898438	-1.1339966910226005	-1.1160616193498885	-0.2510910034179687	-0.017935071672712	False	True	False	0.6330185676585095	0.02650057737383226	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	5	5	Sorry. One-year lease is required for this apartment.	sorry. one-year lease is required for this apartment.	 Sorry. One-year lease is required for this apartment.\nSpeaker 1:  What is the rent?\nSpeaker 2:  $800 a month.\nSpeaker 1:  Is the rent inclusive of utilities?\nSpeaker 2: Yes. The rent is inclusive of electricity, water,	-15.744598388671877	-16.1090087890625	-1.4313271262428977	-1.4644553444602273	11	11	-16.1090087890625	-15.744598388671877	-1.4644553444602273	-1.4313271262428977	-0.364410400390625	-0.0331282182173295	False	True	False	0.4548833903094737	0.019043157810610077	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	6	6	1 think it's OK. Just come to our office and sign a lease agreement for one year.	1 think it's ok. just come to our office and sign a lease agreement for one year.	1 think it's OK. Just come to our office and sign a lease agreement for one year.\nSpeaker 1: I will. But I'd like to see it first.\nSpeaker 2: OK. Let's go. There's one available on the second floor.\n请根据以上对话内容出	-37.28076171875	-36.3756103515625	-1.8640380859375	-1.818780517578125	20	20	-36.3756103515625	-37.28076171875	-1.818780517578125	-1.8640380859375	0.9051513671875	0.045257568359375	True	True	True	0.3191674631690196	0.013361570236725207	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	7	7	Sorry.  We  don't  have  a  month-to-month  lease. You're not going to pay the rent for five months.	sorry. we don't have a month-to-month lease. you're not going to pay the rent for five months.	 Sorry.  We  don't  have  a  month-to-month  lease. You're not going to pay the rent for five months.\nSpeaker 1: But you have a two-month lease.\nSpeaker 2:  Yes.  We  have  two  month-to-month  leases,	-49.144344329833984	-48.03191375732422	-1.638144810994466	-1.6010637919108073	30	30	-48.03191375732422	-49.144344329833984	-1.6010637919108073	-1.638144810994466	1.1124305725097656	0.0370810190836587	True	True	True	0.3968001103933098	0.01661156965161215	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	8	8	You can have a month-to-month lease. But it's not as good as a one-year lease. You must pay an additional charge for month-to-month lease.	you can have a month-to-month lease. but it's not as good as a one-year lease. you must pay an additional charge for month-to-month lease.	 You can have a month-to-month lease. But it's not as good as a one-year lease. You must pay an additional charge for month-to-month lease.\nSpeaker 1: OK. What about the rent?\nSpeaker 2: It's $500 a month for a one-year lease.	-39.75831604003906	-39.63005065917969	-1.2047974557587595	-1.200910626035748	33	33	-39.63005065917969	-39.75831604003906	-1.200910626035748	-1.2047974557587595	0.128265380859375	0.0038868297230114	True	True	True	0.5920468791455508	0.024785345851334562	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	9	9	1' m sorry, that's impossible.	1' m sorry, that's impossible.	1' m sorry, that's impossible.\nSpeaker 1: 2'll get it signed, but what about deposits?\nSpeaker 2: Uh, 1' m sorry, we can't change our policy. It's been in effect for years.\nSpeaker 1: There are apartments for rent	-16.8494873046875	-16.8651123046875	-1.8721652560763888	-1.8739013671875	9	9	-16.8651123046875	-16.8494873046875	-1.8739013671875	-1.8721652560763888	-0.015625	-0.0017361111111111	False	True	False	0.30205075867751174	0.01264499954680047	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	10	10	1 can't do that. How about two years?	1 can't do that. how about two years?	1 can't do that. How about two years?\nSpeaker 1: Two years? Are you crazy? Where do you think I'm going?\nSpeaker 2: I don't know. Look. Our company does two-year leases only. No one ever complains. You can stay for one year and get	-17.1282958984375	-16.6329345703125	-1.5571178089488635	-1.5120849609375	11	11	-16.6329345703125	-17.1282958984375	-1.5120849609375	-1.5571178089488635	0.495361328125	0.0450328480113635	True	True	True	0.43372534345852354	0.018157401078818206	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	11	11	OK. You can have it if you can pay the first and last month's rent now and deposit $500 for the first month's security.	ok. you can have it if you can pay the first and last month's rent now and deposit $500 for the first month's security.	 OK. You can have it if you can pay the first and last month's rent now and deposit $500 for the first month's security.\nSpeaker 1: OK, when can I come and see it?\nSpeaker 2:  I will show you around and you can call me for your	-49.0570068359375	-48.589111328125	-1.5824840914818548	-1.5673906880040325	31	31	-48.589111328125	-49.0570068359375	-1.5673906880040325	-1.5824840914818548	0.4678955078125	0.0150934034778225	True	True	True	0.41038910963459824	0.01718045711277898	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	12	12	It's the cheapest for a one-year lease. The rent increases every year. The lease can be renewed each year.	it's the cheapest for a one-year lease. the rent increases every year. the lease can be renewed each year.	 It's the cheapest for a one-year lease. The rent increases every year. The lease can be renewed each year.\nSpeaker 1: Do you offer a discount for people who pay by check?\nSpeaker 2: Yes, the rent decreases by $20 each month if the rent is paid by check	-44.043792724609375	-44.6575927734375	-1.8351580301920567	-1.8607330322265625	24	24	-44.6575927734375	-44.043792724609375	-1.8607330322265625	-1.8351580301920567	-0.613800048828125	-0.0255750020345051	False	True	False	0.3060545681384704	0.012812614318042781	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	13	13	I'm sorry. We don't have one. But do you want a one-year lease or a six-month lease?	i'm sorry. we don't have one. but do you want a one-year lease or a six-month lease?	 I'm sorry. We don't have one. But do you want a one-year lease or a six-month lease?\nSpeaker 1: I want to get a six-month lease.\nSpeaker 2: It's $200 more per month.\nSpeaker 1: It's OK. I can	-26.98113250732422	-26.01773834228516	-1.1242138544718423	-1.084072430928548	24	24	-26.01773834228516	-26.98113250732422	-1.084072430928548	-1.1242138544718423	0.9633941650390624	0.0401414235432944	True	True	True	0.6654237226099149	0.02785718105020974	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	14	14	I'm sorry, but our company doesn't provide short-term leases.	i'm sorry, but our company doesn't provide short-term leases.	 I'm sorry, but our company doesn't provide short-term leases.\nSpeaker 1: Okay, thank you.\nSpeaker 2: May I see your ID, please?\nSpeaker 1: Sure.\nSpeaker 2: We have some nice apartments for sale here.\nSpeaker 1: May	-15.07476806640625	-15.66681671142578	-1.0767691476004464	-1.119058336530413	14	14	-15.66681671142578	-15.07476806640625	-1.119058336530413	-1.0767691476004464	-0.5920486450195312	-0.0422891889299665	False	True	False	0.6425458068910075	0.02689942403227029	own_log_prob_per_token
only	discourse_particle	4	660	only	h	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.		P_prime	Can I have a month-to-month lease? I want to rent the apartment for five months.	nucleus	base	0.9	1.0	20260416	790462068	50	50	200	15	15	If you'd like to get a month-to-month lease, you can renew the one-year lease after four months.	if you'd like to get a month-to-month lease, you can renew the one-year lease after four months.	 If you'd like to get a month-to-month lease, you can renew the one-year lease after four months.\nSpeaker 1: Do you have a two-year lease? I'd like to have it.\nSpeaker 2: We have a two-year lease with no fine if you want to get out of	-29.84572982788086	-29.40932846069336	-1.2976404272991675	-1.2786664548127546	23	23	-29.40932846069336	-29.84572982788086	-1.2786664548127546	-1.2976404272991675	0.4364013671875	0.018973972486413	True	True	True	0.5477560319888242	0.02293116165833219	own_log_prob_per_token
